Episode,BotName,BotId,SharedQTable,TotalReward,CheckpointsReached,BestCheckpointIndex,CoinsCollected,BombsHit,Duration,Epsilon,EndReason,LearnedStateCount,QTableFile,NewBest
545,Bot 05,B05,True,101.636,3,2,0,0,31.729,0.250,Stuck,205,q_table_v5.json,False
546,Bot 04,B04,True,66.030,2,1,0,0,25.313,0.250,Stuck,205,q_table_v5.json,False
547,Bot 03,B03,True,63.720,2,1,0,0,25.266,0.250,Stuck,205,q_table_v5.json,False
548,Bot 06,B06,True,63.775,2,1,0,0,25.764,0.250,Stuck,205,q_table_v5.json,False
549,Bot 02,B02,True,63.965,2,1,0,0,25.762,0.250,Stuck,205,q_table_v5.json,False
550,Bot 09,B09,True,67.812,2,1,0,0,27.424,0.250,Stuck,205,q_table_v5.json,False
551,Bot 08,B08,True,70.202,2,1,0,0,25.267,0.250,Stuck,205,q_table_v5.json,False
552,Bot 10,B10,True,103.553,3,2,1,2,43.494,0.250,Stuck,205,q_table_v5.json,False
553,Bot 01,B01,True,99.802,3,2,3,2,42.747,0.250,Stuck,206,q_table_v5.json,False
554,Bot 05,B05,True,146.454,4,3,4,0,37.194,0.250,Stuck,206,q_table_v5.json,False
555,Bot 07,B07,True,213.995,6,5,8,3,56.415,0.250,Stuck,206,q_table_v5.json,False
556,Bot 04,B04,True,141.564,4,3,1,0,46.243,0.250,Stuck,206,q_table_v5.json,False
557,Bot 06,B06,True,136.171,4,3,0,1,42.435,0.250,Stuck,206,q_table_v5.json,False
558,Bot 09,B09,True,217.738,6,5,1,0,48.293,0.250,Stuck,206,q_table_v5.json,False
559,Bot 02,B02,True,208.517,6,5,3,1,48.628,0.250,Stuck,206,q_table_v5.json,False
560,Bot 03,B03,True,169.995,5,4,1,1,54.508,0.250,Stuck,206,q_table_v5.json,False
561,Bot 10,B10,True,137.909,4,3,0,0,43.988,0.250,Stuck,206,q_table_v5.json,False
562,Bot 07,B07,True,66.950,2,1,0,0,30.568,0.250,Stuck,206,q_table_v5.json,False
563,Bot 04,B04,True,65.320,2,1,0,0,25.287,0.250,Stuck,206,q_table_v5.json,False
564,Bot 06,B06,True,67.350,2,1,1,0,27.153,0.250,Stuck,206,q_table_v5.json,False
565,Bot 05,B05,True,172.409,5,4,5,0,46.725,0.250,Stuck,206,q_table_v5.json,False
566,Bot 02,B02,True,67.902,2,1,0,0,25.266,0.250,Stuck,206,q_table_v5.json,False
567,Bot 08,B08,True,220.691,6,5,1,0,61.636,0.250,Stuck,206,q_table_v5.json,False
568,Bot 01,B01,True,221.325,6,5,3,0,51.944,0.250,Stuck,206,q_table_v5.json,False
569,Bot 09,B09,True,103.200,3,2,4,0,30.649,0.250,Stuck,206,q_table_v5.json,False
570,Bot 03,B03,True,66.855,2,1,0,0,27.092,0.250,Stuck,206,q_table_v5.json,False
571,Bot 10,B10,True,68.836,2,1,0,0,25.269,0.250,Stuck,206,q_table_v5.json,False
572,Bot 04,B04,True,65.994,2,1,0,0,26.592,0.250,Stuck,206,q_table_v5.json,False
573,Bot 06,B06,True,67.806,2,1,0,0,25.263,0.250,Stuck,206,q_table_v5.json,False
574,Bot 07,B07,True,141.853,4,3,5,0,36.451,0.250,Stuck,206,q_table_v5.json,False
575,Bot 02,B02,True,70.800,2,1,0,0,27.833,0.250,Stuck,206,q_table_v5.json,False
576,Bot 01,B01,True,105.075,3,2,0,0,32.225,0.250,Stuck,206,q_table_v5.json,False
577,Bot 05,B05,True,141.475,4,3,0,0,38.111,0.250,Stuck,206,q_table_v5.json,False
578,Bot 03,B03,True,62.815,2,1,0,3,29.988,0.250,Stuck,206,q_table_v5.json,False
579,Bot 10,B10,True,63.327,2,1,0,0,25.346,0.250,Stuck,206,q_table_v5.json,False
580,Bot 08,B08,True,141.152,4,3,2,1,41.833,0.250,Stuck,206,q_table_v5.json,False
581,Bot 04,B04,True,64.208,2,1,0,0,25.265,0.250,Stuck,206,q_table_v5.json,False
582,Bot 06,B06,True,66.716,2,1,0,0,25.267,0.250,Stuck,206,q_table_v5.json,False
583,Bot 02,B02,True,35.563,1,0,0,0,22.616,0.250,Stuck,206,q_table_v5.json,False
584,Bot 09,B09,True,222.148,6,5,3,2,52.693,0.250,Stuck,206,q_table_v5.json,False
585,Bot 01,B01,True,70.254,2,1,0,0,27.668,0.250,Stuck,206,q_table_v5.json,False
586,Bot 05,B05,True,70.238,2,1,0,0,25.262,0.250,Stuck,206,q_table_v5.json,False
587,Bot 03,B03,True,62.906,2,1,0,0,25.266,0.250,Stuck,206,q_table_v5.json,False
588,Bot 07,B07,True,180.051,5,4,6,0,37.527,0.250,Stuck,206,q_table_v5.json,False
589,Bot 10,B10,True,65.014,2,1,0,0,27.420,0.250,Stuck,206,q_table_v5.json,False
590,Bot 08,B08,True,67.756,2,1,0,0,25.349,0.250,Stuck,206,q_table_v5.json,False
591,Bot 04,B04,True,69.304,2,1,0,0,25.267,0.250,Stuck,206,q_table_v5.json,False
592,Bot 02,B02,True,69.201,2,1,0,0,25.270,0.250,Stuck,206,q_table_v5.json,False
593,Bot 06,B06,True,102.147,3,2,0,0,30.404,0.250,Stuck,206,q_table_v5.json,False
594,Bot 09,B09,True,68.693,2,1,0,0,25.263,0.250,Stuck,206,q_table_v5.json,False
595,Bot 01,B01,True,66.921,2,1,0,0,25.929,0.250,Stuck,206,q_table_v5.json,False
596,Bot 03,B03,True,69.031,2,1,0,0,25.927,0.250,Stuck,206,q_table_v5.json,False
597,Bot 07,B07,True,75.012,2,1,0,0,28.665,0.250,Stuck,206,q_table_v5.json,False
598,Bot 05,B05,True,71.958,2,1,0,0,31.071,0.250,Stuck,206,q_table_v5.json,False
599,Bot 10,B10,True,66.276,2,1,0,0,30.215,0.250,Stuck,206,q_table_v5.json,False
600,Bot 06,B06,True,72.553,2,1,0,0,26.180,0.250,Stuck,206,q_table_v5.json,False
601,Bot 08,B08,True,105.738,3,2,0,0,34.962,0.250,Stuck,206,q_table_v5.json,False
602,Bot 04,B04,True,136.514,4,3,0,0,34.467,0.250,Stuck,206,q_table_v5.json,False
603,Bot 02,B02,True,67.126,2,1,0,0,29.408,0.250,Stuck,206,q_table_v5.json,False
604,Bot 09,B09,True,69.055,2,1,0,0,25.597,0.250,Stuck,206,q_table_v5.json,False
605,Bot 01,B01,True,73.346,2,1,0,0,25.269,0.250,Stuck,206,q_table_v5.json,False
606,Bot 07,B07,True,36.240,1,0,0,0,22.614,0.250,Stuck,206,q_table_v5.json,False
607,Bot 05,B05,True,66.788,2,1,0,0,25.263,0.250,Stuck,206,q_table_v5.json,False
608,Bot 10,B10,True,69.927,2,1,0,0,25.206,0.250,Stuck,206,q_table_v5.json,False
609,Bot 06,B06,True,65.384,2,1,0,0,26.095,0.250,Stuck,206,q_table_v5.json,False
610,Bot 08,B08,True,65.824,2,1,0,0,26.920,0.250,Stuck,206,q_table_v5.json,False
611,Bot 04,B04,True,76.022,2,1,0,0,27.665,0.250,Stuck,206,q_table_v5.json,False
612,Bot 09,B09,True,69.214,2,1,0,0,25.269,0.250,Stuck,206,q_table_v5.json,False
613,Bot 02,B02,True,100.734,3,2,0,0,30.982,0.250,Stuck,206,q_table_v5.json,False
614,Bot 01,B01,True,76.948,2,1,0,0,25.266,0.250,Stuck,206,q_table_v5.json,False
615,Bot 07,B07,True,69.758,2,1,0,0,26.598,0.250,Stuck,206,q_table_v5.json,False
616,Bot 05,B05,True,67.069,2,1,0,0,25.268,0.250,Stuck,206,q_table_v5.json,False
617,Bot 03,B03,True,250.210,7,6,8,1,57.906,0.250,Stuck,207,q_table_v5.json,False
618,Bot 10,B10,True,60.680,2,1,0,4,25.267,0.250,Stuck,207,q_table_v5.json,False
619,Bot 06,B06,True,63.796,2,1,0,0,25.264,0.250,Stuck,207,q_table_v5.json,False
620,Bot 08,B08,True,70.736,2,1,0,0,26.018,0.250,Stuck,207,q_table_v5.json,False
621,Bot 01,B01,True,65.644,2,1,0,0,25.268,0.250,Stuck,207,q_table_v5.json,False
622,Bot 04,B04,True,139.079,4,3,0,1,37.527,0.250,Stuck,207,q_table_v5.json,False
623,Bot 03,B03,True,73.458,2,1,0,0,27.503,0.250,Stuck,207,q_table_v5.json,False
624,Bot 05,B05,True,140.560,4,3,0,0,33.052,0.250,Stuck,207,q_table_v5.json,False
625,Bot 07,B07,True,142.595,4,3,3,0,36.361,0.250,Stuck,207,q_table_v5.json,False
626,Bot 09,B09,True,216.479,6,5,5,0,43.272,0.250,Stuck,207,q_table_v5.json,False
627,Bot 10,B10,True,70.598,2,1,0,0,31.102,0.250,Stuck,207,q_table_v5.json,False
628,Bot 06,B06,True,69.220,2,1,0,0,28.498,0.250,Stuck,207,q_table_v5.json,False
629,Bot 08,B08,True,71.145,2,1,0,0,27.503,0.250,Stuck,207,q_table_v5.json,False
630,Bot 01,B01,True,67.543,2,1,0,0,27.916,0.250,Stuck,207,q_table_v5.json,False
631,Bot 04,B04,True,67.869,2,1,0,0,26.592,0.250,Stuck,207,q_table_v5.json,False
632,Bot 03,B03,True,63.002,2,1,0,0,25.185,0.250,Stuck,207,q_table_v5.json,False
633,Bot 02,B02,True,216.706,6,5,5,0,64.536,0.250,Stuck,207,q_table_v5.json,False
634,Bot 07,B07,True,66.363,2,1,0,0,26.592,0.250,Stuck,207,q_table_v5.json,False
635,Bot 06,B06,True,70.181,2,1,0,0,25.272,0.250,Stuck,207,q_table_v5.json,False
636,Bot 08,B08,True,66.786,2,1,0,0,26.255,0.250,Stuck,207,q_table_v5.json,False
637,Bot 10,B10,True,105.854,3,2,0,0,33.518,0.250,Stuck,207,q_table_v5.json,False
638,Bot 01,B01,True,62.237,2,1,0,0,25.270,0.250,Stuck,207,q_table_v5.json,False
639,Bot 05,B05,True,254.904,7,6,6,0,45.322,0.250,Stuck,207,q_table_v5.json,False
640,Bot 04,B04,True,69.590,2,1,0,0,26.344,0.250,Stuck,207,q_table_v5.json,False
641,Bot 09,B09,True,178.311,5,4,0,1,45.034,0.250,Stuck,207,q_table_v5.json,False
642,Bot 03,B03,True,67.451,2,1,0,0,25.270,0.250,Stuck,207,q_table_v5.json,False
643,Bot 02,B02,True,64.445,2,1,0,0,25.262,0.250,Stuck,207,q_table_v5.json,False
644,Bot 07,B07,True,64.948,2,1,0,0,25.267,0.250,Stuck,207,q_table_v5.json,False
645,Bot 06,B06,True,65.853,2,1,0,0,25.261,0.250,Stuck,207,q_table_v5.json,False
646,Bot 08,B08,True,70.933,2,1,0,0,26.260,0.250,Stuck,207,q_table_v5.json,False
647,Bot 10,B10,True,66.398,2,1,0,0,26.427,0.250,Stuck,207,q_table_v5.json,False
648,Bot 01,B01,True,66.736,2,1,0,0,25.265,0.250,Stuck,207,q_table_v5.json,False
649,Bot 05,B05,True,67.136,2,1,0,0,25.262,0.250,Stuck,207,q_table_v5.json,False
650,Bot 03,B03,True,61.941,2,1,1,4,25.266,0.250,Stuck,207,q_table_v5.json,False
651,Bot 09,B09,True,68.986,2,1,0,0,26.343,0.250,Stuck,207,q_table_v5.json,False
652,Bot 02,B02,True,64.940,2,1,0,0,27.422,0.250,Stuck,207,q_table_v5.json,False
653,Bot 07,B07,True,66.035,2,1,0,0,25.266,0.250,Stuck,207,q_table_v5.json,False
654,Bot 06,B06,True,65.439,2,1,0,0,26.427,0.250,Stuck,207,q_table_v5.json,False
655,Bot 08,B08,True,68.404,2,1,0,0,25.266,0.250,Stuck,207,q_table_v5.json,False
656,Bot 04,B04,True,173.076,5,4,0,0,39.848,0.250,Stuck,207,q_table_v5.json,False
657,Bot 10,B10,True,74.649,2,1,0,0,25.266,0.250,Stuck,207,q_table_v5.json,False
658,Bot 05,B05,True,63.709,2,1,0,0,25.264,0.250,Stuck,207,q_table_v5.json,False
659,Bot 09,B09,True,67.943,2,1,0,0,25.268,0.250,Stuck,207,q_table_v5.json,False
660,Bot 03,B03,True,70.549,2,1,0,0,26.423,0.250,Stuck,207,q_table_v5.json,False
661,Bot 04,B04,True,73.829,2,1,0,0,26.677,0.250,Stuck,208,q_table_v5.json,False
662,Bot 10,B10,True,65.037,2,1,0,0,26.673,0.250,Stuck,209,q_table_v5.json,False
663,Bot 08,B08,True,108.713,3,2,0,0,30.739,0.250,Stuck,209,q_table_v5.json,False
664,Bot 02,B02,True,187.066,5,4,4,0,40.596,0.250,Stuck,209,q_table_v5.json,False
665,Bot 06,B06,True,224.310,6,5,2,0,38.277,0.250,Stuck,209,q_table_v5.json,False
666,Bot 05,B05,True,68.877,2,1,0,0,27.587,0.250,Stuck,209,q_table_v5.json,False
667,Bot 01,B01,True,221.202,6,5,2,2,59.977,0.250,Stuck,209,q_table_v5.json,False
668,Bot 07,B07,True,225.849,6,5,2,0,47.388,0.250,Stuck,209,q_table_v5.json,False
669,Bot 03,B03,True,172.610,5,4,1,0,38.853,0.250,Stuck,209,q_table_v5.json,False
670,Bot 08,B08,True,69.022,2,1,0,0,25.264,0.250,Stuck,209,q_table_v5.json,False
671,Bot 04,B04,True,101.813,3,2,0,0,31.396,0.250,Stuck,209,q_table_v5.json,False
672,Bot 09,B09,True,143.318,4,3,2,0,48.387,0.250,Stuck,209,q_table_v5.json,False
673,Bot 06,B06,True,68.024,2,1,0,0,25.298,0.250,Stuck,209,q_table_v5.json,False
674,Bot 05,B05,True,70.450,2,1,0,0,25.268,0.250,Stuck,209,q_table_v5.json,False
675,Bot 07,B07,True,68.359,2,1,0,0,26.348,0.250,Stuck,209,q_table_v5.json,False
676,Bot 02,B02,True,134.972,4,3,0,0,35.123,0.250,Stuck,209,q_table_v5.json,False
677,Bot 01,B01,True,104.736,3,2,0,0,34.297,0.250,Stuck,209,q_table_v5.json,False
678,Bot 10,B10,True,213.884,6,5,0,0,47.638,0.250,Stuck,209,q_table_v5.json,False
679,Bot 03,B03,True,62.709,2,1,0,1,25.266,0.250,Stuck,209,q_table_v5.json,False
680,Bot 08,B08,True,66.293,2,1,0,0,27.337,0.250,Stuck,209,q_table_v5.json,False
681,Bot 04,B04,True,65.077,2,1,0,0,25.265,0.250,Stuck,209,q_table_v5.json,False
682,Bot 06,B06,True,64.352,2,1,0,0,25.230,0.250,Stuck,209,q_table_v5.json,False
683,Bot 09,B09,True,65.364,2,1,0,0,25.342,0.250,Stuck,209,q_table_v5.json,False
684,Bot 05,B05,True,68.881,2,1,0,0,25.682,0.250,Stuck,209,q_table_v5.json,False
685,Bot 02,B02,True,64.359,2,1,0,0,25.265,0.250,Stuck,209,q_table_v5.json,False
686,Bot 07,B07,True,66.511,2,1,0,0,28.077,0.250,Stuck,209,q_table_v5.json,False
687,Bot 01,B01,True,66.788,2,1,0,0,25.266,0.250,Stuck,209,q_table_v5.json,False
688,Bot 03,B03,True,65.047,2,1,0,0,25.268,0.250,Stuck,209,q_table_v5.json,False
689,Bot 04,B04,True,69.408,2,1,0,0,25.268,0.250,Stuck,209,q_table_v5.json,False
690,Bot 08,B08,True,70.638,2,1,0,0,27.506,0.250,Stuck,209,q_table_v5.json,False
691,Bot 09,B09,True,66.929,2,1,0,0,26.926,0.250,Stuck,209,q_table_v5.json,False
692,Bot 06,B06,True,69.636,2,1,0,0,27.089,0.250,Stuck,209,q_table_v5.json,False
693,Bot 05,B05,True,65.295,2,1,0,0,26.757,0.250,Stuck,209,q_table_v5.json,False
694,Bot 02,B02,True,71.503,2,1,0,0,25.266,0.250,Stuck,209,q_table_v5.json,False
695,Bot 07,B07,True,68.401,2,1,0,0,25.266,0.250,Stuck,209,q_table_v5.json,False
696,Bot 01,B01,True,69.385,2,1,0,0,26.839,0.250,Stuck,209,q_table_v5.json,False
697,Bot 10,B10,True,230.328,6,5,15,0,51.777,0.250,Stuck,209,q_table_v5.json,False
698,Bot 03,B03,True,67.022,2,1,0,0,25.270,0.250,Stuck,209,q_table_v5.json,False
699,Bot 08,B08,True,70.159,2,1,0,0,26.345,0.250,Stuck,209,q_table_v5.json,False
700,Bot 09,B09,True,67.550,2,1,0,0,26.342,0.250,Stuck,209,q_table_v5.json,False
701,Bot 04,B04,True,104.259,3,2,0,0,30.484,0.250,Stuck,209,q_table_v5.json,False
702,Bot 05,B05,True,68.551,2,1,0,0,25.351,0.250,Stuck,209,q_table_v5.json,False
703,Bot 02,B02,True,69.128,2,1,0,0,25.272,0.250,Stuck,209,q_table_v5.json,False
704,Bot 07,B07,True,74.265,2,1,0,0,25.605,0.250,Stuck,209,q_table_v5.json,False
705,Bot 01,B01,True,65.333,2,1,0,0,25.763,0.250,Stuck,209,q_table_v5.json,False
706,Bot 10,B10,True,68.063,2,1,0,0,25.262,0.250,Stuck,209,q_table_v5.json,False
707,Bot 03,B03,True,67.334,2,1,1,0,25.678,0.250,Stuck,209,q_table_v5.json,False
708,Bot 06,B06,True,223.708,6,5,4,0,46.806,0.250,Stuck,209,q_table_v5.json,False
709,Bot 08,B08,True,69.835,2,1,0,0,27.748,0.250,Stuck,209,q_table_v5.json,False
710,Bot 09,B09,True,67.218,2,1,0,0,25.352,0.250,Stuck,209,q_table_v5.json,False
711,Bot 04,B04,True,63.259,2,1,0,0,25.601,0.250,Stuck,209,q_table_v5.json,False
712,Bot 05,B05,True,67.032,2,1,0,0,25.350,0.250,Stuck,209,q_table_v5.json,False
713,Bot 02,B02,True,67.175,2,1,0,0,25.343,0.250,Stuck,209,q_table_v5.json,False
714,Bot 03,B03,True,75.606,2,1,0,0,25.266,0.250,Stuck,209,q_table_v5.json,False
715,Bot 01,B01,True,106.667,3,2,1,0,29.825,0.250,Stuck,209,q_table_v5.json,False
716,Bot 06,B06,True,68.568,2,1,0,0,25.270,0.250,Stuck,209,q_table_v5.json,False
717,Bot 08,B08,True,68.729,2,1,0,0,25.265,0.250,Stuck,209,q_table_v5.json,False
718,Bot 05,B05,True,99.463,3,2,0,0,32.883,0.250,Stuck,211,q_table_v5.json,False
719,Bot 02,B02,True,136.479,4,3,0,0,34.221,0.250,Stuck,211,q_table_v5.json,False
720,Bot 07,B07,True,251.036,7,6,1,0,60.965,0.250,Stuck,211,q_table_v5.json,False
721,Bot 10,B10,True,298.204,8,7,6,0,56.001,0.250,Stuck,211,q_table_v5.json,False
722,Bot 01,B01,True,103.058,3,2,0,0,29.324,0.250,Stuck,211,q_table_v5.json,False
723,Bot 06,B06,True,75.041,2,1,0,0,25.928,0.250,Stuck,211,q_table_v5.json,False
724,Bot 08,B08,True,72.898,2,1,0,0,25.285,0.250,Stuck,211,q_table_v5.json,False
725,Bot 04,B04,True,222.655,6,5,1,0,60.478,0.250,Stuck,211,q_table_v5.json,False
726,Bot 03,B03,True,225.386,6,5,4,0,48.962,0.250,Stuck,211,q_table_v5.json,False
727,Bot 02,B02,True,68.575,2,1,0,0,25.261,0.250,Stuck,211,q_table_v5.json,False
728,Bot 10,B10,True,68.544,2,1,0,0,25.267,0.250,Stuck,211,q_table_v5.json,False
729,Bot 05,B05,True,138.943,4,3,1,1,35.539,0.250,Stuck,211,q_table_v5.json,False
730,Bot 01,B01,True,69.961,2,1,0,0,25.275,0.250,Stuck,211,q_table_v5.json,False
731,Bot 09,B09,True,331.222,9,8,5,0,76.298,0.250,Stuck,211,q_table_v5.json,False
732,Bot 06,B06,True,137.157,4,3,2,0,34.129,0.250,Stuck,211,q_table_v5.json,False
733,Bot 08,B08,True,105.274,3,2,0,0,34.198,0.250,Stuck,211,q_table_v5.json,False
734,Bot 04,B04,True,68.546,2,1,0,0,25.260,0.250,Stuck,211,q_table_v5.json,False
735,Bot 03,B03,True,142.500,4,3,0,0,32.722,0.250,Stuck,211,q_table_v5.json,False
736,Bot 05,B05,True,134.825,4,3,0,0,33.054,0.250,Stuck,211,q_table_v5.json,False
737,Bot 01,B01,True,141.211,4,3,0,0,33.047,0.250,Stuck,211,q_table_v5.json,False
738,Bot 10,B10,True,179.251,5,4,3,0,36.450,0.250,Stuck,211,q_table_v5.json,False
739,Bot 02,B02,True,223.260,6,5,3,0,43.656,0.250,Stuck,211,q_table_v5.json,False
740,Bot 09,B09,True,181.094,5,4,0,0,37.194,0.250,Stuck,211,q_table_v5.json,False
741,Bot 06,B06,True,142.756,4,3,0,1,36.782,0.250,Stuck,211,q_table_v5.json,False
742,Bot 01,B01,True,76.420,2,1,0,0,25.268,0.250,Stuck,211,q_table_v5.json,False
743,Bot 07,B07,True,241.167,7,6,1,2,88.642,0.250,Stuck,211,q_table_v5.json,False
744,Bot 03,B03,True,139.151,4,3,4,0,35.537,0.250,Stuck,211,q_table_v5.json,False
745,Bot 10,B10,True,139.003,4,3,1,0,34.212,0.250,Stuck,211,q_table_v5.json,False
746,Bot 05,B05,True,185.032,5,4,1,0,38.936,0.250,Stuck,211,q_table_v5.json,False
747,Bot 08,B08,True,323.547,9,8,4,0,61.218,0.250,Stuck,211,q_table_v5.json,False
748,Bot 02,B02,True,172.649,5,4,1,1,40.427,0.250,Stuck,211,q_table_v5.json,False
749,Bot 09,B09,True,137.796,4,3,1,0,37.112,0.250,Stuck,211,q_table_v5.json,False
750,Bot 06,B06,True,138.749,4,3,0,0,33.306,0.250,Stuck,211,q_table_v5.json,False
751,Bot 07,B07,True,106.046,3,2,3,0,30.153,0.250,Stuck,211,q_table_v5.json,False
752,Bot 03,B03,True,103.071,3,2,0,0,31.316,0.250,Stuck,211,q_table_v5.json,False
753,Bot 04,B04,True,322.135,9,8,1,0,80.771,0.250,Stuck,211,q_table_v5.json,False
754,Bot 10,B10,True,101.518,3,2,0,0,31.148,0.250,Stuck,211,q_table_v5.json,False
755,Bot 02,B02,True,69.912,2,1,0,0,25.352,0.250,Stuck,211,q_table_v5.json,False
756,Bot 05,B05,True,140.730,4,3,3,0,33.719,0.250,Stuck,211,q_table_v5.json,False
757,Bot 09,B09,True,67.989,2,1,0,0,25.271,0.250,Stuck,211,q_table_v5.json,False
758,Bot 06,B06,True,71.798,2,1,0,0,25.267,0.250,Stuck,211,q_table_v5.json,False
759,Bot 08,B08,True,106.854,3,2,0,0,31.168,0.250,Stuck,211,q_table_v5.json,False
760,Bot 01,B01,True,222.004,6,5,1,1,49.041,0.250,Stuck,211,q_table_v5.json,False
761,Bot 03,B03,True,101.310,3,2,0,0,33.548,0.250,Stuck,211,q_table_v5.json,False
762,Bot 04,B04,True,101.082,3,2,0,0,31.811,0.250,Stuck,211,q_table_v5.json,False
763,Bot 09,B09,True,66.179,2,1,0,0,26.587,0.250,Stuck,211,q_table_v5.json,False
764,Bot 10,B10,True,141.327,4,3,8,0,35.788,0.250,Stuck,211,q_table_v5.json,False
765,Bot 02,B02,True,144.452,4,3,1,0,36.283,0.250,Stuck,211,q_table_v5.json,False
766,Bot 05,B05,True,143.095,4,3,0,0,34.050,0.250,Stuck,211,q_table_v5.json,False
767,Bot 06,B06,True,140.930,4,3,0,0,35.040,0.250,Stuck,211,q_table_v5.json,False
768,Bot 08,B08,True,137.398,4,3,0,1,37.428,0.250,Stuck,211,q_table_v5.json,False
769,Bot 01,B01,True,183.888,5,4,0,0,40.097,0.250,Stuck,211,q_table_v5.json,False
770,Bot 07,B07,True,248.598,7,6,4,0,61.389,0.250,Stuck,211,q_table_v5.json,False
771,Bot 04,B04,True,141.603,4,3,5,0,35.622,0.250,Stuck,211,q_table_v5.json,False
772,Bot 09,B09,True,101.000,3,2,0,0,32.063,0.250,Stuck,211,q_table_v5.json,False
773,Bot 03,B03,True,177.386,5,4,4,0,41.008,0.250,Stuck,211,q_table_v5.json,False
774,Bot 08,B08,True,69.788,2,1,0,0,25.266,0.250,Stuck,211,q_table_v5.json,False
775,Bot 02,B02,True,150.267,4,3,0,0,34.047,0.250,Stuck,211,q_table_v5.json,False
776,Bot 10,B10,True,176.741,5,4,1,0,40.347,0.250,Stuck,212,q_table_v5.json,False
777,Bot 06,B06,True,140.153,4,3,0,0,36.784,0.250,Stuck,212,q_table_v5.json,False
778,Bot 05,B05,True,177.731,5,4,0,0,39.181,0.250,Stuck,212,q_table_v5.json,False
779,Bot 07,B07,True,138.601,4,3,0,0,34.955,0.250,Stuck,212,q_table_v5.json,False
780,Bot 01,B01,True,220.355,6,5,1,0,40.921,0.250,Stuck,212,q_table_v5.json,False
781,Bot 09,B09,True,72.180,2,1,0,0,25.269,0.250,Stuck,212,q_table_v5.json,False
782,Bot 04,B04,True,176.595,5,4,3,0,39.188,0.250,Stuck,213,q_table_v5.json,False
783,Bot 03,B03,True,135.868,4,3,5,0,37.195,0.250,Stuck,213,q_table_v5.json,False
784,Bot 02,B02,True,136.548,4,3,0,0,37.117,0.250,Stuck,213,q_table_v5.json,False
785,Bot 10,B10,True,137.371,4,3,0,0,33.881,0.250,Stuck,213,q_table_v5.json,False
786,Bot 06,B06,True,134.908,4,3,0,0,34.461,0.250,Stuck,213,q_table_v5.json,False
787,Bot 08,B08,True,225.517,6,5,1,0,48.128,0.250,Stuck,213,q_table_v5.json,False
788,Bot 07,B07,True,153.464,4,3,0,0,33.965,0.250,Stuck,213,q_table_v5.json,False
789,Bot 05,B05,True,221.721,6,5,1,0,42.251,0.250,Stuck,213,q_table_v5.json,False
790,Bot 01,B01,True,141.973,4,3,2,0,42.006,0.250,Stuck,213,q_table_v5.json,False
791,Bot 06,B06,True,74.958,2,1,0,0,25.265,0.250,Stuck,213,q_table_v5.json,False
792,Bot 03,B03,True,140.606,4,3,0,0,34.107,0.250,Stuck,213,q_table_v5.json,False
793,Bot 08,B08,True,71.583,2,1,0,0,26.344,0.250,Stuck,213,q_table_v5.json,False
794,Bot 04,B04,True,222.816,6,5,2,0,42.246,0.250,Stuck,213,q_table_v5.json,False
795,Bot 10,B10,True,146.646,4,3,0,0,35.620,0.250,Stuck,213,q_table_v5.json,False
796,Bot 09,B09,True,246.205,7,6,0,0,61.380,0.250,Stuck,213,q_table_v5.json,False
797,Bot 07,B07,True,102.911,3,2,0,0,32.060,0.250,Stuck,213,q_table_v5.json,False
798,Bot 02,B02,True,174.999,5,4,3,1,43.655,0.250,Stuck,213,q_table_v5.json,False
799,Bot 05,B05,True,141.960,4,3,2,0,35.041,0.250,Stuck,213,q_table_v5.json,False
800,Bot 01,B01,True,65.051,2,1,0,0,26.424,0.250,Stuck,213,q_table_v5.json,False
801,Bot 06,B06,True,139.518,4,3,0,0,36.450,0.250,Stuck,213,q_table_v5.json,False
802,Bot 10,B10,True,109.333,3,2,3,0,30.155,0.250,Stuck,213,q_table_v5.json,False
803,Bot 05,B05,True,70.680,2,1,0,0,25.280,0.250,Stuck,213,q_table_v5.json,False
804,Bot 04,B04,True,141.287,4,3,4,0,37.196,0.250,Stuck,213,q_table_v5.json,False
805,Bot 08,B08,True,217.762,6,5,4,0,41.172,0.250,Stuck,213,q_table_v5.json,False
806,Bot 02,B02,True,134.597,4,3,0,0,35.538,0.250,Stuck,213,q_table_v5.json,False
807,Bot 09,B09,True,250.487,7,6,0,0,41.421,0.250,Stuck,213,q_table_v5.json,False
808,Bot 07,B07,True,253.196,7,6,2,0,45.482,0.250,Stuck,213,q_table_v5.json,False
809,Bot 10,B10,True,67.304,2,1,0,0,25.352,0.250,Stuck,213,q_table_v5.json,False
810,Bot 03,B03,True,317.809,9,8,1,0,66.050,0.250,Stuck,213,q_table_v5.json,False
811,Bot 01,B01,True,167.671,5,4,0,3,47.135,0.250,Stuck,213,q_table_v5.json,False
812,Bot 06,B06,True,100.329,3,2,0,0,31.563,0.250,Stuck,213,q_table_v5.json,False
813,Bot 04,B04,True,99.754,3,2,5,0,31.067,0.250,Stuck,213,q_table_v5.json,False
814,Bot 08,B08,True,103.331,3,2,0,0,33.516,0.250,Stuck,213,q_table_v5.json,False
815,Bot 10,B10,True,67.626,2,1,0,0,25.284,0.250,Stuck,213,q_table_v5.json,False
816,Bot 03,B03,True,33.652,1,0,0,0,23.412,0.250,Stuck,213,q_table_v5.json,False
