Episode,BotName,BotId,SharedQTable,TotalReward,CheckpointsReached,BestCheckpointIndex,CoinsCollected,BombsHit,Duration,Epsilon,EndReason,LearnedStateCount,QTableFile,NewBest
1088,Bot 07,B07,True,71.278,2,1,0,0,25.348,0.250,Stuck,228,q_table_v5.json,False
1089,Bot 09,B09,True,223.403,6,5,2,0,48.958,0.250,Stuck,228,q_table_v5.json,False
1090,Bot 10,B10,True,99.764,3,2,0,2,46.308,0.250,Stuck,228,q_table_v5.json,False
1091,Bot 06,B06,True,257.458,7,6,4,0,46.145,0.250,Stuck,228,q_table_v5.json,False
1092,Bot 08,B08,True,108.600,3,2,0,0,35.789,0.250,Stuck,228,q_table_v5.json,False
1093,Bot 05,B05,True,144.130,4,3,5,0,35.785,0.250,Stuck,228,q_table_v5.json,False
1094,Bot 01,B01,True,33.731,1,0,0,0,22.667,0.250,Stuck,228,q_table_v5.json,False
1095,Bot 04,B04,True,68.799,2,1,0,0,26.510,0.250,Stuck,228,q_table_v5.json,False
1096,Bot 02,B02,True,244.272,7,6,11,2,72.883,0.250,Stuck,228,q_table_v5.json,False
1097,Bot 03,B03,True,67.203,2,1,0,0,26.756,0.250,Stuck,228,q_table_v5.json,False
1098,Bot 07,B07,True,67.412,2,1,2,0,25.681,0.250,Stuck,228,q_table_v5.json,False
1099,Bot 09,B09,True,104.853,3,2,0,0,31.150,0.250,Stuck,228,q_table_v5.json,False
1100,Bot 10,B10,True,105.080,3,2,0,0,33.802,0.250,Stuck,228,q_table_v5.json,False
1101,Bot 08,B08,True,102.828,3,2,0,0,30.487,0.250,Stuck,228,q_table_v5.json,False
1102,Bot 01,B01,True,66.518,2,1,0,0,25.268,0.250,Stuck,228,q_table_v5.json,False
1103,Bot 05,B05,True,105.226,3,2,0,0,30.322,0.250,Stuck,228,q_table_v5.json,False
1104,Bot 04,B04,True,66.134,2,1,0,0,27.583,0.250,Stuck,228,q_table_v5.json,False
1105,Bot 02,B02,True,70.950,2,1,0,0,25.352,0.250,Stuck,228,q_table_v5.json,False
1106,Bot 03,B03,True,75.650,2,1,0,0,27.588,0.250,Stuck,228,q_table_v5.json,False
1107,Bot 06,B06,True,263.813,7,6,4,0,46.810,0.250,Stuck,228,q_table_v5.json,False
1108,Bot 09,B09,True,75.458,2,1,0,0,26.261,0.250,Stuck,228,q_table_v5.json,False
1109,Bot 01,B01,True,67.074,2,1,0,0,25.262,0.250,Stuck,228,q_table_v5.json,False
1110,Bot 05,B05,True,65.494,2,1,0,0,26.426,0.250,Stuck,228,q_table_v5.json,False
1111,Bot 10,B10,True,142.071,4,3,0,0,32.639,0.250,Stuck,228,q_table_v5.json,False
1112,Bot 07,B07,True,220.648,6,5,1,0,49.873,0.250,Stuck,228,q_table_v5.json,False
1113,Bot 02,B02,True,108.745,3,2,0,0,30.318,0.250,Stuck,228,q_table_v5.json,False
1114,Bot 04,B04,True,146.564,4,3,0,0,34.464,0.250,Stuck,228,q_table_v5.json,False
1115,Bot 06,B06,True,66.769,2,1,0,0,25.262,0.250,Stuck,228,q_table_v5.json,False
1116,Bot 09,B09,True,70.559,2,1,0,0,28.002,0.250,Stuck,228,q_table_v5.json,False
1117,Bot 05,B05,True,64.658,2,1,0,0,25.264,0.250,Stuck,228,q_table_v5.json,False
1118,Bot 01,B01,True,67.720,2,1,0,0,27.092,0.250,Stuck,228,q_table_v5.json,False
1119,Bot 03,B03,True,220.676,6,5,7,0,44.319,0.250,Stuck,228,q_table_v5.json,False
1120,Bot 10,B10,True,65.232,2,1,0,0,25.268,0.250,Stuck,228,q_table_v5.json,False
1121,Bot 08,B08,True,242.308,7,6,8,3,59.976,0.250,Stuck,228,q_table_v5.json,False
1122,Bot 02,B02,True,72.677,2,1,0,0,27.340,0.250,Stuck,228,q_table_v5.json,False
1123,Bot 04,B04,True,68.462,2,1,1,0,26.425,0.250,Stuck,228,q_table_v5.json,False
1124,Bot 09,B09,True,65.419,2,1,0,0,25.677,0.250,Stuck,228,q_table_v5.json,False
1125,Bot 06,B06,True,103.352,3,2,0,1,36.862,0.250,Stuck,228,q_table_v5.json,False
1126,Bot 03,B03,True,63.061,2,1,0,0,25.271,0.250,Stuck,228,q_table_v5.json,False
1127,Bot 05,B05,True,74.570,2,1,0,0,29.161,0.250,Stuck,228,q_table_v5.json,False
1128,Bot 10,B10,True,71.175,2,1,0,0,27.585,0.250,Stuck,228,q_table_v5.json,False
1129,Bot 08,B08,True,66.007,2,1,0,0,25.277,0.250,Stuck,228,q_table_v5.json,False
1130,Bot 04,B04,True,67.173,2,1,1,0,25.271,0.250,Stuck,228,q_table_v5.json,False
1131,Bot 02,B02,True,65.902,2,1,0,0,26.014,0.250,Stuck,228,q_table_v5.json,False
1132,Bot 07,B07,True,247.829,7,6,1,1,58.566,0.250,Stuck,228,q_table_v5.json,False
1133,Bot 09,B09,True,68.029,2,1,0,0,25.271,0.250,Stuck,228,q_table_v5.json,False
1134,Bot 06,B06,True,65.639,2,1,0,0,26.432,0.250,Stuck,228,q_table_v5.json,False
1135,Bot 03,B03,True,62.300,2,1,0,0,25.678,0.250,Stuck,228,q_table_v5.json,False
1136,Bot 05,B05,True,63.692,2,1,0,0,25.271,0.250,Stuck,228,q_table_v5.json,False
1137,Bot 10,B10,True,68.372,2,1,0,0,25.268,0.250,Stuck,228,q_table_v5.json,False
1138,Bot 08,B08,True,69.932,2,1,0,0,25.254,0.250,Stuck,228,q_table_v5.json,False
1139,Bot 04,B04,True,65.840,2,1,0,0,25.262,0.250,Stuck,228,q_table_v5.json,False
1140,Bot 02,B02,True,63.170,2,1,0,0,25.263,0.250,Stuck,228,q_table_v5.json,False
1141,Bot 07,B07,True,64.536,2,1,0,0,27.008,0.250,Stuck,228,q_table_v5.json,False
1142,Bot 01,B01,True,246.751,7,6,3,4,69.252,0.250,Stuck,228,q_table_v5.json,False
1143,Bot 09,B09,True,66.480,2,1,0,0,27.005,0.250,Stuck,228,q_table_v5.json,False
1144,Bot 06,B06,True,73.469,2,1,0,0,25.931,0.250,Stuck,228,q_table_v5.json,False
1145,Bot 03,B03,True,67.809,2,1,0,0,25.265,0.250,Stuck,228,q_table_v5.json,False
1146,Bot 05,B05,True,67.170,2,1,0,0,26.671,0.250,Stuck,228,q_table_v5.json,False
1147,Bot 10,B10,True,66.706,2,1,0,0,25.347,0.250,Stuck,228,q_table_v5.json,False
1148,Bot 08,B08,True,68.427,2,1,0,0,26.593,0.250,Stuck,228,q_table_v5.json,False
1149,Bot 04,B04,True,67.226,2,1,0,0,25.434,0.250,Stuck,228,q_table_v5.json,False
1150,Bot 07,B07,True,28.810,1,0,2,1,22.699,0.250,Stuck,229,q_table_v5.json,False
1151,Bot 01,B01,True,64.233,2,1,0,0,25.268,0.250,Stuck,229,q_table_v5.json,False
1152,Bot 09,B09,True,67.667,2,1,0,0,26.341,0.250,Stuck,229,q_table_v5.json,False
1153,Bot 06,B06,True,67.447,2,1,0,0,28.079,0.250,Stuck,229,q_table_v5.json,False
1154,Bot 03,B03,True,68.936,2,1,0,0,27.918,0.250,Stuck,229,q_table_v5.json,False
1155,Bot 10,B10,True,65.866,2,1,0,0,25.435,0.250,Stuck,229,q_table_v5.json,False
1156,Bot 02,B02,True,184.743,5,4,5,2,47.302,0.250,Stuck,229,q_table_v5.json,False
1157,Bot 08,B08,True,72.068,2,1,0,0,25.266,0.250,Stuck,229,q_table_v5.json,False
1158,Bot 07,B07,True,67.763,2,1,0,0,25.267,0.250,Stuck,229,q_table_v5.json,False
1159,Bot 05,B05,True,222.284,6,5,1,0,40.179,0.250,Stuck,229,q_table_v5.json,False
1160,Bot 01,B01,True,67.294,2,1,0,0,27.502,0.250,Stuck,229,q_table_v5.json,False
1161,Bot 09,B09,True,66.718,2,1,0,0,25.269,0.250,Stuck,229,q_table_v5.json,False
1162,Bot 06,B06,True,102.962,3,2,0,0,31.978,0.250,Stuck,229,q_table_v5.json,False
1163,Bot 02,B02,True,101.118,3,2,1,0,30.984,0.250,Stuck,229,q_table_v5.json,False
1164,Bot 08,B08,True,99.228,3,2,0,0,32.170,0.250,Stuck,229,q_table_v5.json,False
1165,Bot 04,B04,True,250.347,7,6,9,0,55.835,0.250,Stuck,229,q_table_v5.json,False
1166,Bot 09,B09,True,66.831,2,1,0,0,25.432,0.250,Stuck,229,q_table_v5.json,False
1167,Bot 07,B07,True,135.703,4,3,4,1,39.515,0.250,Stuck,229,q_table_v5.json,False
1168,Bot 01,B01,True,107.025,3,2,0,0,31.812,0.250,Stuck,229,q_table_v5.json,False
1169,Bot 10,B10,True,216.264,6,5,2,1,50.033,0.250,Stuck,229,q_table_v5.json,False
1170,Bot 06,B06,True,69.554,2,1,0,0,25.928,0.250,Stuck,229,q_table_v5.json,False
1171,Bot 03,B03,True,245.142,7,6,1,2,57.245,0.250,Stuck,229,q_table_v5.json,False
1172,Bot 08,B08,True,32.644,1,0,0,0,22.671,0.250,Stuck,229,q_table_v5.json,False
1173,Bot 04,B04,True,65.564,2,1,0,0,25.764,0.250,Stuck,229,q_table_v5.json,False
1174,Bot 02,B02,True,104.298,3,2,0,0,29.739,0.250,Stuck,229,q_table_v5.json,False
1175,Bot 05,B05,True,221.431,6,5,4,1,50.367,0.250,Stuck,229,q_table_v5.json,False
1176,Bot 09,B09,True,68.421,2,1,0,0,25.266,0.250,Stuck,229,q_table_v5.json,False
1177,Bot 07,B07,True,70.987,2,1,0,0,25.270,0.250,Stuck,229,q_table_v5.json,False
1178,Bot 01,B01,True,62.363,2,1,0,3,26.014,0.250,Stuck,229,q_table_v5.json,False
1179,Bot 10,B10,True,66.526,2,1,0,0,25.268,0.250,Stuck,229,q_table_v5.json,False
1180,Bot 08,B08,True,62.975,2,1,0,0,25.433,0.250,Stuck,229,q_table_v5.json,False
1181,Bot 09,B09,True,65.976,2,1,0,0,26.260,0.250,Stuck,229,q_table_v5.json,False
1182,Bot 02,B02,True,106.349,3,2,0,0,31.894,0.250,Stuck,229,q_table_v5.json,False
1183,Bot 05,B05,True,102.705,3,2,0,0,32.061,0.250,Stuck,229,q_table_v5.json,False
1184,Bot 06,B06,True,133.155,4,3,6,1,42.830,0.250,Stuck,229,q_table_v5.json,False
1185,Bot 07,B07,True,69.248,2,1,0,0,26.009,0.250,Stuck,229,q_table_v5.json,False
1186,Bot 01,B01,True,68.320,2,1,0,0,25.596,0.250,Stuck,229,q_table_v5.json,False
1187,Bot 10,B10,True,39.603,1,0,0,0,22.697,0.250,Stuck,229,q_table_v5.json,False
1188,Bot 04,B04,True,250.273,7,6,3,0,45.729,0.250,Stuck,229,q_table_v5.json,False
1189,Bot 08,B08,True,70.586,2,1,0,0,25.267,0.250,Stuck,229,q_table_v5.json,False
1190,Bot 03,B03,True,213.347,6,5,8,3,59.818,0.250,Stuck,229,q_table_v5.json,False
1191,Bot 09,B09,True,72.793,2,1,0,0,26.094,0.250,Stuck,229,q_table_v5.json,False
1192,Bot 02,B02,True,66.904,2,1,0,0,26.014,0.250,Stuck,229,q_table_v5.json,False
1193,Bot 05,B05,True,66.271,2,1,0,0,25.264,0.250,Stuck,229,q_table_v5.json,False
1194,Bot 06,B06,True,67.422,2,1,0,0,25.265,0.250,Stuck,229,q_table_v5.json,False
1195,Bot 07,B07,True,70.227,2,1,0,0,25.268,0.250,Stuck,229,q_table_v5.json,False
1196,Bot 01,B01,True,68.353,2,1,0,0,25.269,0.250,Stuck,229,q_table_v5.json,False
1197,Bot 10,B10,True,66.194,2,1,0,0,26.428,0.250,Stuck,229,q_table_v5.json,False
1198,Bot 04,B04,True,65.129,2,1,0,0,25.266,0.250,Stuck,229,q_table_v5.json,False
1199,Bot 08,B08,True,63.536,2,1,0,0,25.267,0.250,Stuck,229,q_table_v5.json,False
1200,Bot 03,B03,True,65.621,2,1,0,0,27.910,0.250,Stuck,229,q_table_v5.json,False
1201,Bot 09,B09,True,68.669,2,1,0,0,27.092,0.250,Stuck,229,q_table_v5.json,False
1202,Bot 06,B06,True,68.652,2,1,0,0,26.677,0.250,Stuck,229,q_table_v5.json,False
1203,Bot 07,B07,True,68.692,2,1,0,0,26.427,0.250,Stuck,229,q_table_v5.json,False
1204,Bot 01,B01,True,70.133,2,1,0,0,25.733,0.250,Stuck,229,q_table_v5.json,False
1205,Bot 05,B05,True,106.355,3,2,0,0,28.664,0.250,Stuck,229,q_table_v5.json,False
1206,Bot 02,B02,True,103.113,3,2,0,0,33.051,0.250,Stuck,229,q_table_v5.json,False
1207,Bot 08,B08,True,68.412,2,1,0,0,25.518,0.250,Stuck,229,q_table_v5.json,False
1208,Bot 04,B04,True,66.876,2,1,0,0,27.422,0.250,Stuck,229,q_table_v5.json,False
1209,Bot 10,B10,True,137.212,4,3,0,2,35.955,0.250,Stuck,229,q_table_v5.json,False
1210,Bot 01,B01,True,68.976,2,1,0,0,25.217,0.250,Stuck,229,q_table_v5.json,False
1211,Bot 05,B05,True,66.688,2,1,0,0,25.264,0.250,Stuck,229,q_table_v5.json,False
1212,Bot 07,B07,True,64.030,2,1,0,0,26.672,0.250,Stuck,229,q_table_v5.json,False
1213,Bot 02,B02,True,69.999,2,1,0,0,27.174,0.250,Stuck,229,q_table_v5.json,False
1214,Bot 03,B03,True,132.084,4,3,0,2,38.853,0.250,Stuck,229,q_table_v5.json,False
1215,Bot 08,B08,True,64.016,2,1,0,0,25.264,0.250,Stuck,229,q_table_v5.json,False
1216,Bot 10,B10,True,66.861,2,1,0,0,25.264,0.250,Stuck,229,q_table_v5.json,False
1217,Bot 06,B06,True,132.203,4,3,0,1,37.693,0.250,Stuck,229,q_table_v5.json,False
1218,Bot 09,B09,True,222.013,6,5,3,0,40.261,0.250,Stuck,229,q_table_v5.json,False
1219,Bot 04,B04,True,143.435,4,3,4,0,33.641,0.250,Stuck,229,q_table_v5.json,False
1220,Bot 01,B01,True,72.416,2,1,0,0,25.263,0.250,Stuck,229,q_table_v5.json,False
1221,Bot 07,B07,True,70.882,2,1,0,0,25.767,0.250,Stuck,229,q_table_v5.json,False
1222,Bot 03,B03,True,106.352,3,2,0,0,29.494,0.250,Stuck,229,q_table_v5.json,False
1223,Bot 06,B06,True,73.021,2,1,0,0,26.757,0.250,Stuck,229,q_table_v5.json,False
1224,Bot 10,B10,True,101.513,3,2,0,0,32.806,0.250,Stuck,229,q_table_v5.json,False
1225,Bot 05,B05,True,258.357,7,6,4,0,45.732,0.250,Stuck,229,q_table_v5.json,False
1226,Bot 02,B02,True,257.029,7,6,2,0,44.405,0.250,Stuck,229,q_table_v5.json,False
1227,Bot 04,B04,True,104.484,3,2,0,0,31.885,0.250,Stuck,229,q_table_v5.json,False
1228,Bot 01,B01,True,67.848,2,1,0,0,25.763,0.250,Stuck,229,q_table_v5.json,False
1229,Bot 07,B07,True,71.737,2,1,0,0,25.264,0.250,Stuck,229,q_table_v5.json,False
1230,Bot 08,B08,True,98.388,3,2,4,4,44.819,0.250,Stuck,229,q_table_v5.json,False
1231,Bot 09,B09,True,220.304,6,5,5,0,42.167,0.250,Stuck,229,q_table_v5.json,False
1232,Bot 03,B03,True,70.669,2,1,0,0,25.266,0.250,Stuck,229,q_table_v5.json,False
1233,Bot 06,B06,True,66.607,2,1,0,0,25.266,0.250,Stuck,229,q_table_v5.json,False
1234,Bot 10,B10,True,70.347,2,1,0,0,25.766,0.250,Stuck,229,q_table_v5.json,False
1235,Bot 02,B02,True,66.496,2,1,0,0,25.766,0.250,Stuck,229,q_table_v5.json,False
1236,Bot 01,B01,True,65.559,2,1,0,0,25.766,0.250,Stuck,229,q_table_v5.json,False
1237,Bot 09,B09,True,67.894,2,1,0,0,27.751,0.250,Stuck,229,q_table_v5.json,False
1238,Bot 04,B04,True,138.418,4,3,0,0,35.291,0.250,Stuck,229,q_table_v5.json,False
1239,Bot 06,B06,True,69.777,2,1,0,0,25.265,0.250,Stuck,229,q_table_v5.json,False
1240,Bot 05,B05,True,248.874,7,6,5,0,45.396,0.250,Stuck,229,q_table_v5.json,False
1241,Bot 07,B07,True,256.299,7,6,0,0,46.888,0.250,Stuck,229,q_table_v5.json,False
1242,Bot 10,B10,True,72.059,2,1,0,0,30.979,0.250,Stuck,229,q_table_v5.json,False
1243,Bot 08,B08,True,222.411,6,5,6,0,52.445,0.250,Stuck,229,q_table_v5.json,False
1244,Bot 01,B01,True,68.270,2,1,0,0,34.874,0.250,Stuck,229,q_table_v5.json,False
1245,Bot 03,B03,True,218.517,6,5,3,3,55.420,0.250,Stuck,229,q_table_v5.json,False
1246,Bot 09,B09,True,103.700,3,2,0,1,36.367,0.250,Stuck,229,q_table_v5.json,False
1247,Bot 02,B02,True,227.476,6,5,3,0,46.387,0.250,Stuck,229,q_table_v5.json,False
1248,Bot 05,B05,True,102.104,3,2,0,0,32.968,0.250,Stuck,229,q_table_v5.json,False
1249,Bot 06,B06,True,137.498,4,3,3,1,43.161,0.250,Stuck,230,q_table_v5.json,False
1250,Bot 04,B04,True,98.407,3,2,0,4,50.119,0.250,Stuck,230,q_table_v5.json,False
1251,Bot 08,B08,True,100.582,3,2,0,1,30.644,0.250,Stuck,230,q_table_v5.json,False
1252,Bot 07,B07,True,140.234,4,3,5,0,40.871,0.250,Stuck,230,q_table_v5.json,False
1253,Bot 10,B10,True,255.407,7,6,3,1,54.343,0.250,Stuck,232,q_table_v5.json,False
1254,Bot 03,B03,True,167.206,5,4,0,2,43.492,0.250,Stuck,232,q_table_v5.json,False
1255,Bot 01,B01,True,252.270,7,6,1,2,51.610,0.250,Stuck,232,q_table_v5.json,False
1256,Bot 09,B09,True,261.833,7,6,3,0,47.383,0.250,Stuck,232,q_table_v5.json,False
1257,Bot 06,B06,True,148.233,4,3,0,0,33.719,0.250,Stuck,232,q_table_v5.json,False
1258,Bot 02,B02,True,218.634,6,5,6,0,43.989,0.250,Stuck,232,q_table_v5.json,False
1259,Bot 05,B05,True,261.879,7,6,0,0,41.588,0.250,Stuck,232,q_table_v5.json,False
1260,Bot 04,B04,True,177.360,5,4,1,0,38.107,0.250,Stuck,232,q_table_v5.json,False
1261,Bot 08,B08,True,221.699,6,5,3,0,38.854,0.250,Stuck,232,q_table_v5.json,False
1262,Bot 07,B07,True,100.001,3,2,1,1,41.641,0.250,Stuck,232,q_table_v5.json,False
1263,Bot 03,B03,True,66.052,2,1,0,0,25.268,0.250,Stuck,232,q_table_v5.json,False
1264,Bot 06,B06,True,68.535,2,1,3,2,28.163,0.250,Stuck,232,q_table_v5.json,False
1265,Bot 04,B04,True,29.195,1,0,0,0,23.362,0.250,Stuck,232,q_table_v5.json,False
1266,Bot 01,B01,True,178.540,5,4,0,0,36.949,0.250,Stuck,232,q_table_v5.json,False
1267,Bot 05,B05,True,173.727,5,4,1,0,39.680,0.250,Stuck,232,q_table_v5.json,False
1268,Bot 03,B03,True,38.591,1,0,0,0,23.360,0.250,Stuck,232,q_table_v5.json,False
1269,Bot 02,B02,True,176.635,5,4,1,0,44.239,0.250,Stuck,232,q_table_v5.json,False
1270,Bot 06,B06,True,30.928,1,0,0,0,22.948,0.250,Stuck,232,q_table_v5.json,False
1271,Bot 10,B10,True,268.712,7,6,7,0,64.286,0.250,Stuck,232,q_table_v5.json,False
1272,Bot 08,B08,True,214.255,6,5,0,0,46.390,0.250,Stuck,232,q_table_v5.json,False
1273,Bot 04,B04,True,72.741,2,1,0,0,25.267,0.250,Stuck,232,q_table_v5.json,False
1274,Bot 07,B07,True,252.882,7,6,5,0,50.946,0.250,Stuck,232,q_table_v5.json,False
1275,Bot 09,B09,True,243.428,7,6,5,1,67.102,0.250,Stuck,232,q_table_v5.json,False
1276,Bot 01,B01,True,288.860,8,7,2,1,48.958,0.250,Stuck,232,q_table_v5.json,False
1277,Bot 05,B05,True,221.405,6,5,3,0,43.742,0.250,Stuck,232,q_table_v5.json,False
1278,Bot 02,B02,True,217.027,6,5,1,1,48.294,0.250,Stuck,232,q_table_v5.json,False
1279,Bot 08,B08,True,179.282,5,4,1,0,39.933,0.250,Stuck,232,q_table_v5.json,False
1280,Bot 03,B03,True,253.145,7,6,0,0,53.848,0.250,Stuck,232,q_table_v5.json,False
1281,Bot 04,B04,True,180.967,5,4,1,1,43.008,0.250,Stuck,232,q_table_v5.json,False
1282,Bot 07,B07,True,105.571,3,2,0,0,33.805,0.250,Stuck,232,q_table_v5.json,False
1283,Bot 09,B09,True,140.327,4,3,0,0,37.776,0.250,Stuck,232,q_table_v5.json,False
1284,Bot 06,B06,True,181.891,5,4,2,3,54.262,0.250,Stuck,232,q_table_v5.json,False
1285,Bot 05,B05,True,67.509,2,1,0,0,25.268,0.250,Stuck,232,q_table_v5.json,False
1286,Bot 10,B10,True,209.961,6,5,3,3,61.637,0.250,Stuck,232,q_table_v5.json,False
1287,Bot 07,B07,True,106.217,3,2,0,0,31.397,0.250,Stuck,232,q_table_v5.json,False
1288,Bot 04,B04,True,177.366,5,4,0,0,37.267,0.250,Stuck,232,q_table_v5.json,False
1289,Bot 01,B01,True,217.699,6,5,0,2,55.255,0.250,Stuck,232,q_table_v5.json,False
1290,Bot 08,B08,True,217.388,6,5,4,1,43.076,0.250,Stuck,232,q_table_v5.json,False
1291,Bot 06,B06,True,104.256,3,2,0,0,36.286,0.250,Stuck,232,q_table_v5.json,False
1292,Bot 02,B02,True,224.632,6,5,6,1,49.375,0.250,Stuck,232,q_table_v5.json,False
1293,Bot 03,B03,True,218.049,6,5,0,1,46.311,0.250,Stuck,232,q_table_v5.json,False
1294,Bot 09,B09,True,181.248,5,4,4,0,38.877,0.250,Stuck,232,q_table_v5.json,False
1295,Bot 05,B05,True,189.056,5,4,3,0,40.593,0.250,Stuck,232,q_table_v5.json,False
1296,Bot 07,B07,True,35.763,1,0,0,0,22.702,0.250,Stuck,232,q_table_v5.json,False
1297,Bot 10,B10,True,225.392,6,5,1,0,46.886,0.250,Stuck,232,q_table_v5.json,False
1298,Bot 02,B02,True,66.296,2,1,0,0,26.099,0.250,Stuck,232,q_table_v5.json,False
1299,Bot 08,B08,True,102.972,3,2,0,0,31.893,0.250,Stuck,232,q_table_v5.json,False
1300,Bot 04,B04,True,142.865,4,3,6,0,37.109,0.250,Stuck,233,q_table_v5.json,False
1301,Bot 01,B01,True,177.511,5,4,0,0,38.605,0.250,Stuck,233,q_table_v5.json,False
1302,Bot 05,B05,True,90.784,3,2,0,3,31.646,0.250,Stuck,233,q_table_v5.json,False
1303,Bot 09,B09,True,183.836,5,4,0,0,38.332,0.250,Stuck,233,q_table_v5.json,False
1304,Bot 03,B03,True,184.488,5,4,1,0,41.254,0.250,Stuck,233,q_table_v5.json,False
1305,Bot 10,B10,True,37.117,1,0,0,0,22.616,0.250,Stuck,233,q_table_v5.json,False
1306,Bot 06,B06,True,224.921,6,5,3,0,43.489,0.250,Stuck,233,q_table_v5.json,False
1307,Bot 07,B07,True,182.423,5,4,3,0,38.100,0.250,Stuck,233,q_table_v5.json,False
1308,Bot 04,B04,True,33.737,1,0,0,0,22.616,0.250,Stuck,233,q_table_v5.json,False
