Episode,BotName,BotId,SharedQTable,LearningEnabled,TotalReward,CheckpointsReached,BestCheckpointIndex,TargetCheckpointIndex,CoinsCollected,BombsHit,Duration,Epsilon,EndReason,LearnedStateCount,QTableFile,NewBest,TimeSinceCheckpointProgress,LastAction,LastState
124,Bot 07,B07,TRUE,FALSE,548.723,15,14,15,1,0,78.666,0.1,RaceComplete,2595,q_table_v7_best.json,FALSE,6.552,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
125,Bot 06,B06,TRUE,FALSE,539.565,15,14,15,2,1,104.144,0.1,RaceComplete,2595,q_table_v7_best.json,FALSE,6.389,Coast,cp:finish|dist:close|angle:left|speed:cruise|progress:fresh|bomb:False|fsm:Racing
126,Bot 02,B02,TRUE,FALSE,273.132,7,6,7,1,0,76.178,0.1,Stuck,2612,q_table_v7_best.json,FALSE,45.058,AccelerateForward,cp:7|dist:far|angle:right|speed:max|progress:danger|bomb:False|fsm:Recover
127,Bot 03,B03,TRUE,FALSE,398.468,11,10,11,5,0,103.813,0.1,Stuck,2612,q_table_v7_best.json,FALSE,45.059,TurnLeftAndAccelerate,cp:11|dist:far|angle:behindRight|speed:cruise|progress:danger|bomb:False|fsm:Recover
128,Bot 09,B09,TRUE,FALSE,418.806,12,11,12,3,1,103.89,0.1,Stuck,2612,q_table_v7_best.json,FALSE,45.055,TurnLeftAndAccelerate,cp:12|dist:medium|angle:right|speed:cruise|progress:danger|bomb:False|fsm:Recover
129,Bot 01,B01,TRUE,FALSE,214.396,6,5,6,2,0,71.862,0.1,Stuck,2612,q_table_v7_best.json,FALSE,45.057,Coast,cp:6|dist:close|angle:forward|speed:cruise|progress:danger|bomb:False|fsm:Racing
130,Bot 04,B04,TRUE,FALSE,537.644,15,14,15,0,1,97.835,0.1,RaceComplete,2612,q_table_v7_best.json,FALSE,6.631,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
131,Bot 08,B08,TRUE,FALSE,277.231,7,6,7,1,0,72.943,0.1,Stuck,2612,q_table_v7_best.json,FALSE,45.061,AccelerateForward,cp:7|dist:far|angle:behindLeft|speed:max|progress:danger|bomb:False|fsm:Recover
132,Bot 05,B05,TRUE,FALSE,543.858,15,14,15,0,0,85.139,0.1,RaceComplete,2613,q_table_v7_best.json,FALSE,6.469,Coast,cp:finish|dist:close|angle:left|speed:cruise|progress:fresh|bomb:False|fsm:Racing
133,Bot 02,B02,TRUE,FALSE,99.091,3,2,3,0,0,55.271,0.1,Stuck,2613,q_table_v7_best.json,FALSE,45.063,RecoveryTurn,cp:3|dist:close|angle:forward|speed:slow|progress:danger|bomb:False|fsm:Racing
134,Bot 10,B10,TRUE,FALSE,535.437,15,14,15,3,0,124.557,0.1,RaceComplete,2615,q_table_v7_best.json,FALSE,6.635,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
135,Bot 07,B07,TRUE,FALSE,410.932,11,10,11,2,1,101.574,0.1,Stuck,2616,q_table_v7_best.json,FALSE,45.063,AccelerateForward,cp:11|dist:far|angle:hardRight|speed:max|progress:danger|bomb:False|fsm:Recover
136,Bot 09,B09,TRUE,FALSE,100.159,3,2,3,0,0,57.423,0.1,Stuck,2616,q_table_v7_best.json,FALSE,45.058,Coast,cp:3|dist:far|angle:behindRight|speed:fast|progress:danger|bomb:False|fsm:Recover
137,Bot 01,B01,TRUE,FALSE,95.879,3,2,3,0,0,57.673,0.1,Stuck,2616,q_table_v7_best.json,FALSE,45.058,TurnRightAndAccelerate,cp:3|dist:far|angle:forward|speed:cruise|progress:danger|bomb:False|fsm:Recover
138,Bot 03,B03,TRUE,FALSE,93.979,3,2,3,4,0,60.743,0.1,Stuck,2616,q_table_v7_best.json,FALSE,45.06,Coast,cp:3|dist:far|angle:behindLeft|speed:fast|progress:danger|bomb:False|fsm:Recover
139,Bot 04,B04,TRUE,FALSE,385.049,10,9,10,3,0,85.223,0.1,Stuck,2627,q_table_v7_best.json,FALSE,45.057,AccelerateForward,cp:10|dist:far|angle:right|speed:max|progress:danger|bomb:False|fsm:Recover
140,Bot 06,B06,TRUE,FALSE,387.383,11,10,11,1,0,130.784,0.1,Stuck,2627,q_table_v7_best.json,FALSE,45.057,AccelerateForward,cp:11|dist:far|angle:right|speed:fast|progress:danger|bomb:False|fsm:Recover
141,Bot 10,B10,TRUE,FALSE,98.745,3,2,3,5,0,59.247,0.1,Stuck,2639,q_table_v7_best.json,FALSE,45.059,TurnLeftAndAccelerate,cp:3|dist:close|angle:behindRight|speed:slow|progress:danger|bomb:False|fsm:Racing
142,Bot 07,B07,TRUE,FALSE,96.511,3,2,3,0,0,60.407,0.1,Stuck,2642,q_table_v7_best.json,FALSE,45.059,AccelerateForward,cp:3|dist:medium|angle:forward|speed:cruise|progress:danger|bomb:False|fsm:Collect
143,Bot 02,B02,TRUE,FALSE,253.849,7,6,7,2,0,74.516,0.1,Stuck,2645,q_table_v7_best.json,FALSE,45.063,AccelerateForward,cp:7|dist:far|angle:left|speed:max|progress:danger|bomb:False|fsm:Recover
144,Bot 09,B09,TRUE,FALSE,283.435,7,6,7,1,0,70.141,0.1,Stuck,2645,q_table_v7_best.json,FALSE,45.077,AccelerateForward,cp:7|dist:far|angle:forward|speed:max|progress:danger|bomb:False|fsm:Recover
145,Bot 08,B08,TRUE,FALSE,545.572,15,14,15,2,0,119.61,0.1,RaceComplete,2645,q_table_v7_best.json,FALSE,8.333,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
146,Bot 03,B03,TRUE,FALSE,425.49,11,10,11,2,0,90.783,0.1,Stuck,2656,q_table_v7_best.json,FALSE,45.061,AccelerateForward,cp:11|dist:far|angle:forward|speed:max|progress:danger|bomb:False|fsm:Recover
147,Bot 01,B01,TRUE,FALSE,417.423,12,11,12,0,1,104.977,0.1,Stuck,2663,q_table_v7_best.json,FALSE,45.064,RecoveryTurn,cp:12|dist:close|angle:forward|speed:slow|progress:danger|bomb:False|fsm:Racing
148,Bot 10,B10,TRUE,FALSE,124.824,3,2,3,1,0,57.009,0.1,Stuck,2664,q_table_v7_best.json,FALSE,45.052,AccelerateForward,cp:3|dist:far|angle:left|speed:max|progress:danger|bomb:False|fsm:Recover
149,Bot 05,B05,TRUE,FALSE,208.795,5,4,5,0,0,145.8,0.1,Stuck,2664,q_table_v7_best.json,FALSE,45.061,AccelerateForward,cp:5|dist:far|angle:forward|speed:max|progress:danger|bomb:False|fsm:Recover
150,Bot 08,B08,TRUE,FALSE,97.967,3,2,3,0,0,55.782,0.1,Stuck,2664,q_table_v7_best.json,FALSE,45.065,Coast,cp:3|dist:far|angle:right|speed:fast|progress:danger|bomb:False|fsm:Recover
151,Bot 04,B04,TRUE,FALSE,549.201,15,14,15,6,0,111.447,0.1,RaceComplete,2665,q_table_v7_best.json,FALSE,6.97,Coast,cp:finish|dist:close|angle:hardLeft|speed:cruise|progress:fresh|bomb:False|fsm:Racing
152,Bot 06,B06,TRUE,FALSE,317.454,9,8,9,0,1,122.232,0.1,Stuck,2665,q_table_v7_best.json,FALSE,45.056,HardRight,cp:9|dist:medium|angle:behindLeft|speed:slow|progress:danger|bomb:False|fsm:Recover
153,Bot 02,B02,TRUE,FALSE,543.619,15,14,15,5,0,95.428,0.1,RaceComplete,2665,q_table_v7_best.json,FALSE,6.557,Coast,cp:finish|dist:close|angle:left|speed:cruise|progress:fresh|bomb:False|fsm:Racing
154,Bot 01,B01,TRUE,FALSE,101.249,3,2,3,0,0,55.014,0.1,Stuck,2665,q_table_v7_best.json,FALSE,45.061,TurnLeftAndAccelerate,cp:3|dist:medium|angle:behindLeft|speed:cruise|progress:danger|bomb:False|fsm:Recover
155,Bot 09,B09,TRUE,FALSE,421.903,12,11,12,0,1,98.315,0.1,Stuck,2665,q_table_v7_best.json,FALSE,45.059,AccelerateForward,cp:12|dist:close|angle:forward|speed:slow|progress:danger|bomb:False|fsm:Racing
156,Bot 07,B07,TRUE,FALSE,418.064,12,11,12,2,0,122.317,0.1,Stuck,2666,q_table_v7_best.json,FALSE,45.056,AccelerateForward,cp:12|dist:far|angle:hardRight|speed:cruise|progress:danger|bomb:False|fsm:Recover
157,Bot 03,B03,TRUE,FALSE,419.52,12,11,12,2,1,92.025,0.1,Stuck,2668,q_table_v7_best.json,FALSE,45.059,AccelerateForward,cp:12|dist:close|angle:forward|speed:slow|progress:danger|bomb:False|fsm:Racing
158,Bot 05,B05,TRUE,FALSE,546.908,15,14,15,0,0,64.311,0.1,RaceComplete,2668,q_table_v7_best.json,FALSE,6.555,TurnLeftAndAccelerate,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
159,Bot 10,B10,TRUE,FALSE,399.789,11,10,11,1,0,94.541,0.1,Stuck,2670,q_table_v7_best.json,FALSE,45.08,Brake,cp:11|dist:medium|angle:forward|speed:cruise|progress:danger|bomb:False|fsm:Racing
160,Bot 04,B04,TRUE,FALSE,291.994,7,6,7,6,0,74.02,0.1,Stuck,2673,q_table_v7_best.json,FALSE,45.057,AccelerateForward,cp:7|dist:far|angle:forward|speed:max|progress:danger|bomb:False|fsm:Recover
161,Bot 09,B09,TRUE,FALSE,167.475,5,4,5,0,0,63.318,0.1,Stuck,2673,q_table_v7_best.json,FALSE,45.063,TurnLeftAndAccelerate,cp:5|dist:close|angle:hardLeft|speed:slow|progress:danger|bomb:False|fsm:Racing
162,Bot 08,B08,TRUE,FALSE,536.53,15,14,15,1,1,106.133,0.1,RaceComplete,2673,q_table_v7_best.json,FALSE,6.309,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
163,Bot 06,B06,TRUE,FALSE,549.466,15,14,15,1,0,86.136,0.1,RaceComplete,2673,q_table_v7_best.json,FALSE,7.053,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
164,Bot 01,B01,TRUE,FALSE,543.695,15,14,15,1,0,95.513,0.1,RaceComplete,2674,q_table_v7_best.json,FALSE,6.473,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
165,Bot 02,B02,TRUE,FALSE,539.46,15,14,15,0,1,103.234,0.1,RaceComplete,2679,q_table_v7_best.json,FALSE,6.784,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
166,Bot 10,B10,TRUE,FALSE,95.337,3,2,3,3,0,57.403,0.1,Stuck,2679,q_table_v7_best.json,FALSE,45.06,Coast,cp:3|dist:far|angle:behindRight|speed:fast|progress:danger|bomb:False|fsm:Recover
167,Bot 07,B07,TRUE,FALSE,542.312,15,14,15,0,0,88.876,0.1,RaceComplete,2680,q_table_v7_best.json,FALSE,6.64,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
168,Bot 03,B03,TRUE,FALSE,357.573,10,9,10,3,0,90.787,0.1,Stuck,2681,q_table_v7_best.json,FALSE,45.063,AccelerateForward,cp:10|dist:far|angle:hardRight|speed:fast|progress:danger|bomb:False|fsm:Recover
169,Bot 05,B05,TRUE,FALSE,421.866,12,11,12,0,1,97.508,0.1,Stuck,2684,q_table_v7_best.json,FALSE,45.063,AccelerateForward,cp:12|dist:medium|angle:forward|speed:fast|progress:danger|bomb:False|fsm:Recover
170,Bot 06,B06,TRUE,FALSE,96.921,3,2,3,0,0,55.513,0.1,Stuck,2684,q_table_v7_best.json,FALSE,45.05,RecoveryTurn,cp:3|dist:close|angle:forward|speed:slow|progress:danger|bomb:False|fsm:Racing
171,Bot 08,B08,TRUE,FALSE,313.139,9,8,9,4,0,74.355,0.1,Stuck,2684,q_table_v7_best.json,FALSE,45.059,TurnRightAndAccelerate,cp:9|dist:far|angle:behindLeft|speed:fast|progress:danger|bomb:False|fsm:Recover
172,Bot 04,B04,TRUE,FALSE,549.377,15,14,15,0,0,97.92,0.1,RaceComplete,2685,q_table_v7_best.json,FALSE,7.713,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
173,Bot 09,B09,TRUE,FALSE,399.134,11,10,11,0,1,96.421,0.1,Stuck,2687,q_table_v7_best.json,FALSE,45.056,AccelerateForward,cp:11|dist:close|angle:forward|speed:cruise|progress:danger|bomb:False|fsm:Racing
174,Bot 10,B10,TRUE,FALSE,548.639,15,14,15,0,0,73.688,0.1,RaceComplete,2691,q_table_v7_best.json,FALSE,9.378,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
175,Bot 03,B03,TRUE,FALSE,346.911,9,8,9,1,0,76.091,0.1,Stuck,2693,q_table_v7_best.json,FALSE,45.058,Brake,cp:9|dist:far|angle:forward|speed:fast|progress:danger|bomb:False|fsm:Recover
176,Bot 01,B01,TRUE,FALSE,428.961,12,11,12,6,0,98.002,0.1,Stuck,2693,q_table_v7_best.json,FALSE,45.055,RecoveryTurn,cp:12|dist:close|angle:forward|speed:slow|progress:danger|bomb:False|fsm:Racing
177,Bot 02,B02,TRUE,FALSE,547.472,15,14,15,5,1,92.36,0.1,RaceComplete,2693,q_table_v7_best.json,FALSE,6.64,Coast,cp:finish|dist:close|angle:left|speed:cruise|progress:fresh|bomb:False|fsm:Racing
178,Bot 07,B07,TRUE,FALSE,420.245,12,11,12,0,0,88.211,0.1,Stuck,2693,q_table_v7_best.json,FALSE,45.059,TurnLeftAndAccelerate,cp:12|dist:medium|angle:right|speed:cruise|progress:danger|bomb:False|fsm:Racing
179,Bot 05,B05,TRUE,FALSE,549.115,15,14,15,4,0,82.233,0.1,RaceComplete,2693,q_table_v7_best.json,FALSE,7.635,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
180,Bot 09,B09,TRUE,FALSE,92.941,3,2,3,0,0,54.686,0.1,Stuck,2695,q_table_v7_best.json,FALSE,45.057,AccelerateForward,cp:3|dist:far|angle:hardRight|speed:fast|progress:danger|bomb:False|fsm:Recover
181,Bot 04,B04,TRUE,FALSE,249.071,7,6,7,1,0,82.766,0.1,Stuck,2698,q_table_v7_best.json,FALSE,45.01,TurnRightAndAccelerate,cp:7|dist:medium|angle:right|speed:slow|progress:danger|bomb:False|fsm:Recover
182,Bot 08,B08,TRUE,FALSE,325.008,9,8,9,6,0,96.339,0.1,Stuck,2698,q_table_v7_best.json,FALSE,45.059,Brake,cp:9|dist:far|angle:behindLeft|speed:fast|progress:danger|bomb:False|fsm:Recover
183,Bot 06,B06,TRUE,FALSE,389.939,11,10,11,0,1,107.214,0.1,Stuck,2699,q_table_v7_best.json,FALSE,45.06,TurnLeftAndAccelerate,cp:11|dist:far|angle:right|speed:cruise|progress:danger|bomb:False|fsm:Recover
184,Bot 01,B01,TRUE,FALSE,98.796,3,2,3,0,0,54.935,0.1,Stuck,2702,q_table_v7_best.json,FALSE,45.061,TurnLeftAndAccelerate,cp:3|dist:close|angle:forward|speed:cruise|progress:danger|bomb:False|fsm:Racing
185,Bot 05,B05,TRUE,FALSE,129.165,3,2,3,0,0,57.673,0.1,Stuck,2703,q_table_v7_best.json,FALSE,45.059,AccelerateForward,cp:3|dist:far|angle:hardRight|speed:max|progress:danger|bomb:False|fsm:Recover
186,Bot 10,B10,TRUE,FALSE,418.073,12,11,12,0,1,105.139,0.1,Stuck,2704,q_table_v7_best.json,FALSE,45.059,HardRight,cp:12|dist:medium|angle:behindLeft|speed:slow|progress:danger|bomb:False|fsm:Recover
187,Bot 07,B07,TRUE,FALSE,399.041,11,10,11,7,0,102.07,0.1,Stuck,2704,q_table_v7_best.json,FALSE,45.06,AccelerateForward,cp:11|dist:medium|angle:forward|speed:cruise|progress:danger|bomb:False|fsm:Racing
188,Bot 06,B06,TRUE,FALSE,105.469,3,2,3,0,0,56.096,0.1,Stuck,2704,q_table_v7_best.json,FALSE,45.061,Coast,cp:3|dist:far|angle:hardRight|speed:slow|progress:danger|bomb:False|fsm:Recover
189,Bot 09,B09,TRUE,FALSE,542.798,15,14,15,0,0,81.903,0.1,RaceComplete,2704,q_table_v7_best.json,FALSE,6.056,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
190,Bot 02,B02,TRUE,FALSE,535.249,15,14,15,5,0,111.529,0.1,RaceComplete,2706,q_table_v7_best.json,FALSE,8.966,AccelerateForward,cp:finish|dist:close|angle:forward|speed:slow|progress:fresh|bomb:False|fsm:Racing
191,Bot 01,B01,TRUE,FALSE,147.469,4,3,4,1,0,60.078,0.1,Stuck,2706,q_table_v7_best.json,FALSE,45.055,Brake,cp:4|dist:far|angle:behindRight|speed:cruise|progress:danger|bomb:False|fsm:Recover
192,Bot 03,B03,TRUE,FALSE,555.278,15,14,15,0,0,160.988,0.1,RaceComplete,2710,q_table_v7_best.json,FALSE,6.305,Coast,cp:finish|dist:close|angle:left|speed:cruise|progress:fresh|bomb:False|fsm:Racing
193,Bot 10,B10,TRUE,FALSE,182.293,5,4,5,0,1,75.432,0.1,Stuck,2711,q_table_v7_best.json,FALSE,45.057,AccelerateForward,cp:5|dist:far|angle:behindRight|speed:max|progress:danger|bomb:False|fsm:Recover
194,Bot 04,B04,TRUE,FALSE,420.474,12,11,12,8,3,125.432,0.1,Stuck,2714,q_table_v7_best.json,FALSE,45.058,RecoveryTurn,cp:12|dist:close|angle:forward|speed:slow|progress:danger|bomb:False|fsm:Racing
195,Bot 05,B05,TRUE,FALSE,424.178,12,11,12,1,0,100.991,0.1,Stuck,2714,q_table_v7_best.json,FALSE,45.059,RecoveryTurn,cp:12|dist:close|angle:forward|speed:cruise|progress:danger|bomb:False|fsm:Racing
196,Bot 08,B08,TRUE,FALSE,422.435,12,11,12,1,0,123.231,0.1,Stuck,2714,q_table_v7_best.json,FALSE,45.062,AccelerateForward,cp:12|dist:medium|angle:behindRight|speed:cruise|progress:danger|bomb:False|fsm:Recover
197,Bot 07,B07,TRUE,FALSE,322.336,9,8,9,0,0,72.693,0.1,Stuck,2715,q_table_v7_best.json,FALSE,45.063,Brake,cp:9|dist:far|angle:forward|speed:fast|progress:danger|bomb:False|fsm:Recover
198,Bot 02,B02,TRUE,FALSE,392.337,11,10,11,0,0,86.632,0.1,Stuck,2718,q_table_v7_best.json,FALSE,45.058,Brake,cp:11|dist:medium|angle:forward|speed:cruise|progress:danger|bomb:False|fsm:Recover
199,Bot 09,B09,TRUE,FALSE,392.774,11,10,11,0,1,94.099,0.1,Stuck,2718,q_table_v7_best.json,FALSE,45.058,AccelerateForward,cp:11|dist:far|angle:hardLeft|speed:cruise|progress:danger|bomb:False|fsm:Recover
200,Bot 01,B01,TRUE,FALSE,545.616,15,14,15,1,0,102.754,0.1,RaceComplete,2722,q_table_v7_best.json,FALSE,7.824,HardLeft,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
201,Bot 06,B06,TRUE,FALSE,557.083,15,14,15,1,0,110.284,0.1,RaceComplete,2722,q_table_v7_best.json,FALSE,6.536,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
202,Bot 05,B05,TRUE,FALSE,96.078,3,2,3,0,0,60.41,0.1,Stuck,2725,q_table_v7_best.json,FALSE,45.056,Brake,cp:3|dist:close|angle:behindLeft|speed:slow|progress:danger|bomb:False|fsm:Recover
203,Bot 03,B03,TRUE,FALSE,384.703,10,9,10,1,0,93.188,0.1,Stuck,2729,q_table_v7_best.json,FALSE,45.058,TurnLeftAndAccelerate,cp:10|dist:far|angle:right|speed:max|progress:danger|bomb:False|fsm:Recover
204,Bot 10,B10,TRUE,FALSE,391.48,11,10,11,1,1,96.011,0.1,Stuck,2729,q_table_v7_best.json,FALSE,45.056,TurnLeftAndAccelerate,cp:11|dist:medium|angle:forward|speed:cruise|progress:danger|bomb:False|fsm:Racing
205,Bot 04,B04,TRUE,FALSE,357.646,9,8,9,2,0,107.214,0.1,Stuck,2732,q_table_v7_best.json,FALSE,45.057,Brake,cp:9|dist:far|angle:behindLeft|speed:max|progress:danger|bomb:False|fsm:Recover
206,Bot 08,B08,TRUE,FALSE,428.936,12,11,12,2,0,110.282,0.1,Stuck,2732,q_table_v7_best.json,FALSE,45.063,AccelerateForward,cp:12|dist:close|angle:forward|speed:slow|progress:danger|bomb:False|fsm:Racing
207,Bot 09,B09,TRUE,FALSE,389.539,11,10,11,2,0,87.878,0.1,Stuck,2733,q_table_v7_best.json,FALSE,45.057,TurnRightAndAccelerate,cp:11|dist:medium|angle:right|speed:cruise|progress:danger|bomb:False|fsm:Recover
208,Bot 07,B07,TRUE,FALSE,388.188,11,10,11,2,1,127.13,0.1,Stuck,2734,q_table_v7_best.json,FALSE,45.062,TurnLeftAndAccelerate,cp:11|dist:far|angle:behindRight|speed:cruise|progress:danger|bomb:False|fsm:Recover
209,Bot 01,B01,TRUE,FALSE,541.76,15,14,15,5,0,103.124,0.1,RaceComplete,2734,q_table_v7_best.json,FALSE,6.471,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
210,Bot 05,B05,TRUE,FALSE,420.389,12,11,12,0,0,99.579,0.1,Stuck,2734,q_table_v7_best.json,FALSE,45.06,Brake,cp:12|dist:close|angle:behindLeft|speed:slow|progress:danger|bomb:False|fsm:Racing
211,Bot 02,B02,TRUE,FALSE,531.898,15,14,15,2,1,139.411,0.1,RaceComplete,2736,q_table_v7_best.json,FALSE,6.306,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
212,Bot 06,B06,TRUE,FALSE,544.577,15,14,15,0,1,135.757,0.1,RaceComplete,2738,q_table_v7_best.json,FALSE,6.801,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
213,Bot 03,B03,TRUE,FALSE,546.033,15,14,15,4,0,108.292,0.1,RaceComplete,2740,q_table_v7_best.json,FALSE,5.806,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
214,Bot 07,B07,TRUE,FALSE,319.519,8,7,8,1,0,72.44,0.1,Stuck,2747,q_table_v7_best.json,FALSE,45.061,AccelerateForward,cp:8|dist:far|angle:forward|speed:max|progress:danger|bomb:False|fsm:Recover
215,Bot 08,B08,TRUE,FALSE,422.656,12,11,12,1,0,94.687,0.1,Stuck,2748,q_table_v7_best.json,FALSE,45.064,RecoveryTurn,cp:12|dist:far|angle:behindLeft|speed:fast|progress:danger|bomb:False|fsm:Recover
216,Bot 09,B09,TRUE,FALSE,545.159,15,14,15,3,0,90.536,0.1,RaceComplete,2748,q_table_v7_best.json,FALSE,8.796,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
217,Bot 10,B10,TRUE,FALSE,430.176,12,11,12,1,0,145.884,0.1,Stuck,2749,q_table_v7_best.json,FALSE,45.058,Coast,cp:12|dist:far|angle:hardRight|speed:fast|progress:danger|bomb:False|fsm:Recover
218,Bot 04,B04,TRUE,FALSE,378.763,10,9,10,1,1,139.907,0.1,Stuck,2754,q_table_v7_best.json,FALSE,45.058,HardRight,cp:10|dist:far|angle:behindRight|speed:max|progress:danger|bomb:False|fsm:Recover
219,Bot 03,B03,TRUE,FALSE,95.373,3,2,3,7,2,62.653,0.1,Stuck,2754,q_table_v7_best.json,FALSE,45.061,TurnLeftAndAccelerate,cp:3|dist:close|angle:forward|speed:cruise|progress:danger|bomb:False|fsm:Racing
220,Bot 01,B01,TRUE,FALSE,546.229,15,14,15,1,0,101.656,0.1,RaceComplete,2754,q_table_v7_best.json,FALSE,7.887,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
221,Bot 05,B05,TRUE,FALSE,423.221,12,11,12,0,1,100.241,0.1,Stuck,2754,q_table_v7_best.json,FALSE,45.056,AccelerateForward,cp:12|dist:far|angle:right|speed:fast|progress:danger|bomb:False|fsm:Recover
222,Bot 02,B02,TRUE,FALSE,437.556,12,11,12,1,0,98.995,0.1,Stuck,2754,q_table_v7_best.json,FALSE,45.057,AccelerateForward,cp:12|dist:far|angle:forward|speed:max|progress:danger|bomb:False|fsm:Recover
223,Bot 06,B06,TRUE,FALSE,542.724,15,14,15,0,0,110.698,0.1,RaceComplete,2754,q_table_v7_best.json,FALSE,6.392,Coast,cp:finish|dist:close|angle:left|speed:cruise|progress:fresh|bomb:False|fsm:Racing
224,Bot 07,B07,TRUE,FALSE,427.911,12,11,12,1,0,101.407,0.1,Stuck,2755,q_table_v7_best.json,FALSE,45.061,RecoveryTurn,cp:12|dist:close|angle:forward|speed:cruise|progress:danger|bomb:False|fsm:Racing
225,Bot 03,B03,TRUE,FALSE,97.8,3,2,3,0,0,58.005,0.1,Stuck,2755,q_table_v7_best.json,FALSE,45.063,AccelerateForward,cp:3|dist:close|angle:forward|speed:slow|progress:danger|bomb:False|fsm:Racing
226,Bot 09,B09,TRUE,FALSE,424.491,12,11,12,0,1,103.895,0.1,Stuck,2755,q_table_v7_best.json,FALSE,45.06,RecoveryTurn,cp:12|dist:close|angle:forward|speed:slow|progress:danger|bomb:False|fsm:Racing
227,Bot 04,B04,TRUE,FALSE,254.291,7,6,7,1,0,69.294,0.1,Stuck,2755,q_table_v7_best.json,FALSE,45.057,AccelerateForward,cp:7|dist:far|angle:left|speed:max|progress:danger|bomb:False|fsm:Recover
228,Bot 08,B08,TRUE,FALSE,425.214,12,11,12,6,0,111.523,0.1,Stuck,2755,q_table_v7_best.json,FALSE,45.059,HardRight,cp:12|dist:medium|angle:hardRight|speed:slow|progress:danger|bomb:False|fsm:Recover
229,Bot 10,B10,TRUE,FALSE,388.231,11,10,11,2,0,90.863,0.1,Stuck,2757,q_table_v7_best.json,FALSE,45.057,TurnLeftAndAccelerate,cp:11|dist:medium|angle:left|speed:cruise|progress:danger|bomb:False|fsm:Recover
230,Bot 01,B01,TRUE,FALSE,541.152,15,14,15,1,1,98.581,0.1,RaceComplete,2757,q_table_v7_best.json,FALSE,6.637,Coast,cp:finish|dist:close|angle:hardLeft|speed:cruise|progress:fresh|bomb:False|fsm:Racing
231,Bot 05,B05,TRUE,FALSE,415.311,11,10,11,2,1,97.506,0.1,Stuck,2757,q_table_v7_best.json,FALSE,45.06,AccelerateForward,cp:11|dist:far|angle:right|speed:max|progress:danger|bomb:False|fsm:Recover
232,Bot 02,B02,TRUE,FALSE,400.504,11,10,11,1,2,104.806,0.1,Stuck,2759,q_table_v7_best.json,FALSE,45.057,AccelerateForward,cp:11|dist:far|angle:behindRight|speed:fast|progress:danger|bomb:False|fsm:Recover
233,Bot 04,B04,TRUE,FALSE,99.108,3,2,3,1,0,58.333,0.1,Stuck,2759,q_table_v7_best.json,FALSE,45.058,TurnLeftAndAccelerate,cp:3|dist:medium|angle:behindRight|speed:cruise|progress:danger|bomb:False|fsm:Recover
234,Bot 06,B06,TRUE,FALSE,545.315,15,14,15,1,0,90.368,0.1,RaceComplete,2760,q_table_v7_best.json,FALSE,6.634,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
235,Bot 07,B07,TRUE,FALSE,409.815,11,10,11,0,0,88.79,0.1,Stuck,2760,q_table_v7_best.json,FALSE,45.061,AccelerateForward,cp:11|dist:far|angle:hardLeft|speed:cruise|progress:danger|bomb:False|fsm:Recover
236,Bot 03,B03,TRUE,FALSE,423.05,12,11,12,1,0,91.691,0.1,Stuck,2761,q_table_v7_best.json,FALSE,45.055,AccelerateForward,cp:12|dist:far|angle:right|speed:max|progress:danger|bomb:False|fsm:Recover
