Episode,BotName,BotId,SharedQTable,LearningEnabled,TotalReward,CheckpointsReached,BestCheckpointIndex,TargetCheckpointIndex,CoinsCollected,BombsHit,Duration,Epsilon,EndReason,LearnedStateCount,QTableFile,NewBest,TimeSinceCheckpointProgress,LastAction,LastState
572,Bot 07,B07,True,True,280.702,8,7,8,2,0,76.324,0.088,Stuck,2580,q_table_v7.json,False,45.103,TurnRightAndAccelerate,cp:8|dist:medium|angle:behindRight|speed:cruise|progress:danger|bomb:False|fsm:Recover
573,Bot 05,B05,True,True,541.624,15,14,15,4,1,123.011,0.088,RaceComplete,2581,q_table_v7.json,False,7.005,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
574,Bot 03,B03,True,True,400.385,11,10,11,6,0,137.515,0.087,Stuck,2581,q_table_v7.json,False,45.082,TurnLeftAndAccelerate,cp:11|dist:far|angle:right|speed:cruise|progress:danger|bomb:False|fsm:Recover
575,Bot 06,B06,True,True,446.410,12,11,12,2,0,107.301,0.087,Stuck,2581,q_table_v7.json,False,45.024,TurnLeftAndAccelerate,cp:12|dist:far|angle:hardRight|speed:fast|progress:danger|bomb:False|fsm:Recover
576,Bot 08,B08,True,True,537.692,15,14,15,2,0,121.509,0.086,RaceComplete,2582,q_table_v7.json,False,6.488,Coast,cp:finish|dist:close|angle:left|speed:cruise|progress:fresh|bomb:False|fsm:Racing
577,Bot 01,B01,True,True,419.608,12,11,12,0,0,99.589,0.086,Stuck,2586,q_table_v7.json,False,45.025,AccelerateForward,cp:12|dist:close|angle:forward|speed:slow|progress:danger|bomb:False|fsm:Racing
578,Bot 09,B09,True,True,313.597,9,8,9,2,1,90.749,0.085,Stuck,2587,q_table_v7.json,False,45.075,AccelerateForward,cp:9|dist:medium|angle:behindLeft|speed:cruise|progress:danger|bomb:False|fsm:Recover
579,Bot 05,B05,True,True,98.478,3,2,3,3,0,57.498,0.085,Stuck,2596,q_table_v7.json,False,45.005,HardLeft,cp:3|dist:medium|angle:behindLeft|speed:cruise|progress:danger|bomb:False|fsm:Recover
580,Bot 03,B03,True,True,148.440,4,3,4,1,0,58.710,0.084,Stuck,2598,q_table_v7.json,False,45.019,Coast,cp:4|dist:close|angle:forward|speed:cruise|progress:danger|bomb:False|fsm:Racing
581,Bot 07,B07,True,True,255.261,7,6,7,0,0,70.260,0.084,Stuck,2599,q_table_v7.json,False,45.035,TurnLeftAndAccelerate,cp:7|dist:far|angle:left|speed:cruise|progress:danger|bomb:False|fsm:Recover
582,Bot 10,B10,True,True,282.459,8,7,8,0,1,77.989,0.084,Stuck,2599,q_table_v7.json,False,45.028,AccelerateForward,cp:8|dist:far|angle:left|speed:cruise|progress:danger|bomb:False|fsm:Recover
583,Bot 04,B04,True,True,539.028,15,14,15,8,0,86.533,0.083,RaceComplete,2604,q_table_v7.json,False,6.731,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
584,Bot 01,B01,True,True,65.971,2,1,2,0,0,52.171,0.083,Stuck,2604,q_table_v7.json,False,45.033,AccelerateForward,cp:2|dist:medium|angle:forward|speed:slow|progress:danger|bomb:False|fsm:Collect
585,Bot 08,B08,True,True,282.712,8,7,8,1,0,76.145,0.082,Stuck,2604,q_table_v7.json,False,45.027,AccelerateForward,cp:8|dist:close|angle:forward|speed:slow|progress:danger|bomb:False|fsm:Racing
586,Bot 02,B02,True,True,321.619,9,8,9,0,1,110.939,0.082,Stuck,2606,q_table_v7.json,False,45.024,TurnLeftAndAccelerate,cp:9|dist:medium|angle:hardLeft|speed:cruise|progress:danger|bomb:False|fsm:Recover
587,Bot 10,B10,True,True,99.785,3,2,3,0,0,55.392,0.082,Stuck,2609,q_table_v7.json,False,45.010,RecoveryTurn,cp:3|dist:close|angle:forward|speed:slow|progress:danger|bomb:False|fsm:Racing
588,Bot 06,B06,True,True,535.013,15,14,15,0,0,122.441,0.081,RaceComplete,2611,q_table_v7.json,False,9.949,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
589,Bot 03,B03,True,True,285.712,8,7,8,4,0,76.010,0.081,Stuck,2615,q_table_v7.json,False,45.008,AccelerateForward,cp:8|dist:medium|angle:right|speed:cruise|progress:danger|bomb:False|fsm:Recover
590,Bot 05,B05,True,True,278.018,8,7,8,5,1,88.084,0.080,Stuck,2617,q_table_v7.json,False,45.022,AccelerateForward,cp:8|dist:close|angle:left|speed:slow|progress:danger|bomb:False|fsm:Racing
591,Bot 09,B09,True,True,284.824,8,7,8,1,0,115.562,0.080,Stuck,2619,q_table_v7.json,False,45.017,Coast,cp:8|dist:close|angle:forward|speed:cruise|progress:danger|bomb:False|fsm:Racing
592,Bot 04,B04,True,True,278.008,8,7,8,1,0,76.862,0.080,Stuck,2620,q_table_v7.json,False,45.021,AccelerateForward,cp:8|dist:medium|angle:forward|speed:cruise|progress:danger|bomb:False|fsm:Recover
593,Bot 08,B08,True,True,280.785,8,7,8,0,0,77.140,0.079,Stuck,2621,q_table_v7.json,False,45.013,AccelerateForward,cp:8|dist:medium|angle:left|speed:cruise|progress:danger|bomb:False|fsm:Recover
594,Bot 02,B02,True,True,293.745,8,7,8,1,0,73.216,0.079,Stuck,2623,q_table_v7.json,False,45.026,TurnRightAndAccelerate,cp:8|dist:close|angle:hardLeft|speed:cruise|progress:danger|bomb:False|fsm:Racing
595,Bot 01,B01,True,True,145.360,4,3,4,1,0,97.333,0.078,Stuck,2632,q_table_v7.json,False,45.026,HardLeft,cp:4|dist:close|angle:behindLeft|speed:cruise|progress:danger|bomb:False|fsm:Recover
596,Bot 10,B10,True,True,254.885,7,6,7,1,0,72.931,0.078,Stuck,2638,q_table_v7.json,False,45.021,HardLeft,cp:7|dist:medium|angle:behindLeft|speed:slow|progress:danger|bomb:False|fsm:Recover
597,Bot 09,B09,True,True,172.614,5,4,5,4,0,67.600,0.078,Stuck,2652,q_table_v7.json,False,45.020,AccelerateForward,cp:5|dist:close|angle:left|speed:cruise|progress:danger|bomb:False|fsm:Racing
598,Bot 06,B06,True,True,326.050,9,8,9,0,0,107.294,0.077,Stuck,2652,q_table_v7.json,False,45.024,Coast,cp:9|dist:far|angle:behindLeft|speed:cruise|progress:danger|bomb:False|fsm:Recover
599,Bot 03,B03,True,True,364.548,10,9,10,0,0,109.972,0.077,Stuck,2659,q_table_v7.json,False,45.033,TurnLeftAndAccelerate,cp:10|dist:medium|angle:behindLeft|speed:cruise|progress:danger|bomb:False|fsm:Recover
600,Bot 05,B05,True,True,326.073,9,8,9,2,0,109.962,0.076,Stuck,2660,q_table_v7.json,False,45.025,AccelerateForward,cp:9|dist:far|angle:hardRight|speed:cruise|progress:danger|bomb:False|fsm:Recover
601,Bot 07,B07,True,True,428.183,12,11,12,1,0,195.081,0.076,Stuck,2663,q_table_v7.json,False,45.024,AccelerateForward,cp:12|dist:close|angle:behindRight|speed:cruise|progress:danger|bomb:False|fsm:Recover
