Episode,BotName,BotId,SharedQTable,LearningEnabled,TotalReward,CheckpointsReached,BestCheckpointIndex,TargetCheckpointIndex,CoinsCollected,BombsHit,Duration,Epsilon,EndReason,LearnedStateCount,QTableFile,NewBest,TimeSinceCheckpointProgress,LastAction,LastState
59,Bot 05,B05,TRUE,FALSE,544.326,15,14,15,0,1,135.596,0.01,RaceComplete,2513,q_table_v7_best.json,FALSE,6.637,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
60,Bot 01,B01,TRUE,FALSE,549.736,15,14,15,0,0,163.488,0.01,RaceComplete,2513,q_table_v7_best.json,FALSE,6.487,Coast,cp:finish|dist:close|angle:left|speed:cruise|progress:fresh|bomb:False|fsm:Racing
61,Bot 03,B03,TRUE,FALSE,419.342,12,11,12,0,1,99.331,0.01,Stuck,2514,q_table_v7_best.json,FALSE,45.06,TurnLeftAndAccelerate,cp:12|dist:close|angle:behindRight|speed:slow|progress:danger|bomb:False|fsm:Racing
62,Bot 09,B09,TRUE,FALSE,422.847,12,11,12,0,0,88.212,0.01,Stuck,2514,q_table_v7_best.json,FALSE,45.06,HardRight,cp:12|dist:medium|angle:behindLeft|speed:slow|progress:danger|bomb:False|fsm:Recover
63,Bot 10,B10,TRUE,FALSE,100.305,3,2,3,0,0,56.269,0.01,Stuck,2516,q_table_v7_best.json,FALSE,45.068,AccelerateForward,cp:3|dist:far|angle:right|speed:fast|progress:danger|bomb:False|fsm:Recover
69,Bot 01,B01,TRUE,FALSE,396.179,11,10,11,0,0,92.528,0.01,Stuck,2526,q_table_v7_best.json,FALSE,45.063,Coast,cp:11|dist:far|angle:forward|speed:cruise|progress:danger|bomb:False|fsm:Recover
70,Bot 03,B03,TRUE,FALSE,398.147,11,10,11,0,1,96.508,0.01,Stuck,2535,q_table_v7_best.json,FALSE,45.054,TurnLeftAndAccelerate,cp:11|dist:far|angle:behindRight|speed:cruise|progress:danger|bomb:False|fsm:Recover
71,Bot 08,B08,TRUE,FALSE,540.254,15,14,15,1,1,130.118,0.01,RaceComplete,2541,q_table_v7_best.json,FALSE,6.475,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
72,Bot 04,B04,TRUE,FALSE,121.47,3,2,3,1,0,55.6,0.01,Stuck,2543,q_table_v7_best.json,FALSE,45.059,AccelerateForward,cp:3|dist:far|angle:left|speed:max|progress:danger|bomb:False|fsm:Recover
73,Bot 10,B10,TRUE,FALSE,543.117,15,14,15,2,0,94.458,0.01,RaceComplete,2547,q_table_v7_best.json,FALSE,6.34,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
74,Bot 05,B05,TRUE,FALSE,423.78,12,11,12,1,0,89.121,0.01,Stuck,2547,q_table_v7_best.json,FALSE,45.054,HardRight,cp:12|dist:medium|angle:behindLeft|speed:slow|progress:danger|bomb:False|fsm:Recover
75,Bot 09,B09,TRUE,FALSE,560.995,14,13,14,1,0,122.676,0.01,Stuck,2547,q_table_v7_best.json,FALSE,45.006,AccelerateForward,cp:14|dist:far|angle:forward|speed:max|progress:danger|bomb:False|fsm:Recover
76,Bot 02,B02,TRUE,FALSE,422.457,12,11,12,1,0,90.705,0.01,Stuck,2548,q_table_v7_best.json,FALSE,45.064,TurnLeftAndAccelerate,cp:12|dist:far|angle:behindRight|speed:fast|progress:danger|bomb:False|fsm:Recover
77,Bot 07,B07,TRUE,FALSE,542.746,15,14,15,1,0,86.223,0.01,RaceComplete,2548,q_table_v7_best.json,FALSE,8.493,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
78,Bot 06,B06,TRUE,FALSE,419.575,12,11,12,1,0,92.439,0.01,Stuck,2548,q_table_v7_best.json,FALSE,45.06,TurnLeftAndAccelerate,cp:12|dist:far|angle:forward|speed:cruise|progress:danger|bomb:False|fsm:Recover
79,Bot 01,B01,TRUE,FALSE,539.745,15,14,15,0,1,92.277,0.01,RaceComplete,2550,q_table_v7_best.json,FALSE,6.14,Coast,cp:finish|dist:close|angle:left|speed:cruise|progress:fresh|bomb:False|fsm:Racing
80,Bot 04,B04,TRUE,FALSE,217.508,6,5,6,1,0,69.542,0.01,Stuck,2559,q_table_v7_best.json,FALSE,45.062,TurnLeftAndAccelerate,cp:6|dist:far|angle:right|speed:cruise|progress:danger|bomb:False|fsm:Recover
81,Bot 03,B03,TRUE,FALSE,405.028,11,10,11,1,0,90.998,0.01,Stuck,2559,q_table_v7_best.json,FALSE,45.104,AccelerateForward,cp:11|dist:far|angle:hardLeft|speed:max|progress:danger|bomb:False|fsm:Recover
82,Bot 07,B07,TRUE,FALSE,108.511,3,2,3,1,0,55.596,0.01,Stuck,2560,q_table_v7_best.json,FALSE,45.055,AccelerateForward,cp:3|dist:far|angle:behindRight|speed:max|progress:danger|bomb:False|fsm:Recover
83,Bot 08,B08,TRUE,FALSE,405.153,11,10,11,0,1,95.849,0.01,Stuck,2560,q_table_v7_best.json,FALSE,45.062,AccelerateForward,cp:11|dist:far|angle:forward|speed:max|progress:danger|bomb:False|fsm:Recover
84,Bot 10,B10,TRUE,FALSE,545.269,15,14,15,1,0,86.544,0.01,RaceComplete,2561,q_table_v7_best.json,FALSE,6.806,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
85,Bot 09,B09,TRUE,FALSE,458.008,11,10,11,0,0,97.974,0.01,Stuck,2564,q_table_v7_best.json,FALSE,45.054,AccelerateForward,cp:11|dist:far|angle:forward|speed:max|progress:danger|bomb:False|fsm:Recover
86,Bot 02,B02,TRUE,FALSE,435.19,11,10,11,1,0,102.232,0.01,Stuck,2564,q_table_v7_best.json,FALSE,45.058,AccelerateForward,cp:11|dist:far|angle:behindLeft|speed:max|progress:danger|bomb:False|fsm:Recover
87,Bot 04,B04,TRUE,FALSE,117.041,3,2,3,0,0,57.922,0.01,Stuck,2564,q_table_v7_best.json,FALSE,45.061,AccelerateForward,cp:3|dist:far|angle:forward|speed:max|progress:danger|bomb:False|fsm:Recover
88,Bot 05,B05,TRUE,FALSE,422.601,12,11,12,5,0,132.938,0.01,Stuck,2568,q_table_v7_best.json,FALSE,45.058,AccelerateForward,cp:12|dist:far|angle:behindRight|speed:max|progress:danger|bomb:False|fsm:Recover
89,Bot 06,B06,TRUE,FALSE,419.379,12,11,12,1,1,107.381,0.01,Stuck,2568,q_table_v7_best.json,FALSE,45.062,AccelerateForward,cp:12|dist:close|angle:forward|speed:slow|progress:danger|bomb:False|fsm:Racing
90,Bot 08,B08,TRUE,FALSE,109.379,3,2,3,2,0,55.513,0.01,Stuck,2568,q_table_v7_best.json,FALSE,45.057,AccelerateForward,cp:3|dist:far|angle:forward|speed:max|progress:danger|bomb:False|fsm:Recover
91,Bot 10,B10,TRUE,FALSE,96.218,3,2,3,1,0,57.336,0.01,Stuck,2568,q_table_v7_best.json,FALSE,45.062,RecoveryTurn,cp:3|dist:close|angle:forward|speed:slow|progress:danger|bomb:False|fsm:Racing
92,Bot 01,B01,TRUE,FALSE,423.627,12,11,12,0,0,96.178,0.01,Stuck,2568,q_table_v7_best.json,FALSE,45.061,RecoveryTurn,cp:12|dist:medium|angle:forward|speed:slow|progress:danger|bomb:False|fsm:Recover
93,Bot 03,B03,TRUE,FALSE,542.142,15,14,15,1,0,81.774,0.01,RaceComplete,2568,q_table_v7_best.json,FALSE,6.725,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
94,Bot 07,B07,TRUE,FALSE,544.337,15,14,15,3,0,87.3,0.01,RaceComplete,2568,q_table_v7_best.json,FALSE,6.642,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
95,Bot 02,B02,TRUE,FALSE,100.766,3,2,3,3,0,55.93,0.01,Stuck,2568,q_table_v7_best.json,FALSE,45.06,AccelerateForward,cp:3|dist:far|angle:right|speed:fast|progress:danger|bomb:False|fsm:Recover
96,Bot 10,B10,TRUE,FALSE,100.872,3,2,3,0,0,56.26,0.01,Stuck,2569,q_table_v7_best.json,FALSE,45.061,AccelerateForward,cp:3|dist:far|angle:right|speed:fast|progress:danger|bomb:False|fsm:Recover
97,Bot 09,B09,TRUE,FALSE,420.297,11,10,11,0,1,98.333,0.01,Stuck,2569,q_table_v7_best.json,FALSE,45.061,AccelerateForward,cp:11|dist:far|angle:left|speed:max|progress:danger|bomb:False|fsm:Recover
98,Bot 03,B03,TRUE,FALSE,96.851,3,2,3,1,0,56.262,0.01,Stuck,2573,q_table_v7_best.json,FALSE,45.058,Coast,cp:3|dist:far|angle:behindRight|speed:fast|progress:danger|bomb:False|fsm:Recover
99,Bot 06,B06,TRUE,FALSE,538.892,15,14,15,0,1,92.942,0.01,RaceComplete,2579,q_table_v7_best.json,FALSE,6.557,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
100,Bot 08,B08,TRUE,FALSE,411.137,11,10,11,2,1,91.943,0.01,Stuck,2579,q_table_v7_best.json,FALSE,45.055,HardRight,cp:11|dist:far|angle:hardRight|speed:max|progress:danger|bomb:False|fsm:Recover
101,Bot 07,B07,TRUE,FALSE,211.199,6,5,6,2,0,65.802,0.01,Stuck,2580,q_table_v7_best.json,FALSE,45.057,AccelerateForward,cp:6|dist:close|angle:forward|speed:slow|progress:danger|bomb:False|fsm:Racing
102,Bot 01,B01,TRUE,FALSE,452.242,11,10,11,0,0,87.131,0.01,Stuck,2580,q_table_v7_best.json,FALSE,45.059,AccelerateForward,cp:11|dist:far|angle:forward|speed:max|progress:danger|bomb:False|fsm:Recover
103,Bot 02,B02,TRUE,FALSE,222.532,6,5,6,0,0,65.143,0.01,Stuck,2580,q_table_v7_best.json,FALSE,45.06,AccelerateForward,cp:6|dist:far|angle:right|speed:max|progress:danger|bomb:False|fsm:Recover
104,Bot 04,B04,TRUE,FALSE,549.692,15,14,15,2,0,126.961,0.01,RaceComplete,2580,q_table_v7_best.json,FALSE,7.385,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
105,Bot 10,B10,TRUE,FALSE,99.248,3,2,3,0,0,56.262,0.01,Stuck,2583,q_table_v7_best.json,FALSE,45.058,Coast,cp:3|dist:far|angle:behindRight|speed:fast|progress:danger|bomb:False|fsm:Recover
106,Bot 09,B09,TRUE,FALSE,121.145,3,2,3,2,0,56.094,0.01,Stuck,2583,q_table_v7_best.json,FALSE,45.056,AccelerateForward,cp:3|dist:medium|angle:right|speed:max|progress:danger|bomb:False|fsm:Recover
107,Bot 05,B05,TRUE,FALSE,549.185,15,14,15,0,0,125.22,0.01,RaceComplete,2585,q_table_v7_best.json,FALSE,8.461,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
108,Bot 03,B03,TRUE,FALSE,537.789,15,14,15,2,1,86.139,0.01,RaceComplete,2597,q_table_v7_best.json,FALSE,7.056,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
109,Bot 08,B08,TRUE,FALSE,214.057,6,5,6,2,0,65.308,0.01,Stuck,2599,q_table_v7_best.json,FALSE,45.062,AccelerateForward,cp:6|dist:close|angle:behindLeft|speed:slow|progress:danger|bomb:False|fsm:Racing
110,Bot 07,B07,TRUE,FALSE,203.627,5,4,5,0,0,62.241,0.01,Stuck,2600,q_table_v7_best.json,FALSE,45.063,AccelerateForward,cp:5|dist:far|angle:hardLeft|speed:max|progress:danger|bomb:False|fsm:Recover
111,Bot 04,B04,TRUE,FALSE,103.126,3,2,3,0,0,56.266,0.01,Stuck,2602,q_table_v7_best.json,FALSE,45.061,AccelerateForward,cp:3|dist:far|angle:right|speed:fast|progress:danger|bomb:False|fsm:Recover
112,Bot 09,B09,TRUE,FALSE,266.298,6,5,6,0,0,65.477,0.01,Stuck,2603,q_table_v7_best.json,FALSE,45.064,AccelerateForward,cp:6|dist:far|angle:forward|speed:max|progress:danger|bomb:False|fsm:Recover
113,Bot 02,B02,TRUE,FALSE,542.318,15,14,15,0,0,88.956,0.01,RaceComplete,2603,q_table_v7_best.json,FALSE,6.806,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
114,Bot 06,B06,TRUE,FALSE,434.684,11,10,11,1,1,95.761,0.01,Stuck,2603,q_table_v7_best.json,FALSE,45.057,AccelerateForward,cp:11|dist:far|angle:behindLeft|speed:max|progress:danger|bomb:False|fsm:Recover
115,Bot 05,B05,TRUE,FALSE,243.683,6,5,6,0,0,64.56,0.01,Stuck,2603,q_table_v7_best.json,FALSE,45.058,AccelerateForward,cp:6|dist:far|angle:right|speed:max|progress:danger|bomb:False|fsm:Recover
116,Bot 01,B01,TRUE,FALSE,543.04,15,14,15,0,0,94.435,0.01,RaceComplete,2603,q_table_v7_best.json,FALSE,6.476,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
117,Bot 02,B02,TRUE,FALSE,112.752,3,2,3,0,0,56.26,0.01,Stuck,2617,q_table_v7_best.json,FALSE,45.057,AccelerateForward,cp:3|dist:far|angle:left|speed:max|progress:danger|bomb:False|fsm:Recover
